date,year,month,arrest,protest,legalaction,disaster,censor,electionactivity,electionirregularities,activism,martiallaw,cooperate,coup,violencenonlethal,violencelethal,corruption,legalchange,mobilizesecurity,purge,threaten,raid,-999,defamationcase,total_articles,arrestNorm,protestNorm,legalactionNorm,disasterNorm,censorNorm,electionactivityNorm,electionirregularitiesNorm,activismNorm,martiallawNorm,cooperateNorm,coupNorm,violencenonlethalNorm,violencelethalNorm,corruptionNorm,legalchangeNorm,mobilizesecurityNorm,purgeNorm,threatenNorm,raidNorm,-999Norm,defamationcaseNorm,ncr_arrest,ncr_protest,ncr_legalaction,ncr_disaster,ncr_censor,ncr_electionactivity,ncr_electionirregularities,ncr_activism,ncr_martiallaw,ncr_cooperate,ncr_coup,ncr_violencenonlethal,ncr_violencelethal,ncr_corruption,ncr_legalchange,ncr_mobilizesecurity,ncr_purge,ncr_threaten,ncr_raid,ncr_-999,ncr_defamationcase,ncr_total_articles,ncr_arrestNorm,ncr_protestNorm,ncr_legalactionNorm,ncr_disasterNorm,ncr_censorNorm,ncr_electionactivityNorm,ncr_electionirregularitiesNorm,ncr_activismNorm,ncr_martiallawNorm,ncr_cooperateNorm,ncr_coupNorm,ncr_violencenonlethalNorm,ncr_violencelethalNorm,ncr_corruptionNorm,ncr_legalchangeNorm,ncr_mobilizesecurityNorm,ncr_purgeNorm,ncr_threatenNorm,ncr_raidNorm,ncr_-999Norm,ncr_defamationcaseNorm
2012-01-01,2012,1,1,4,4,0,1,26,2,1,0,7,2,2,4,4,6,0,4,0,0,170,0,237,0.0015267175572519,0.0061068702290076,0.0061068702290076,0.0,0.0015267175572519,0.0396946564885496,0.0030534351145038,0.0015267175572519,0.0,0.0106870229007633,0.0030534351145038,0.0030534351145038,0.0061068702290076,0.0061068702290076,0.0091603053435114,0.0,0.0061068702290076,0.0,0.0,0.2595419847328244,0.0,5,2,4,16,0,0,0,0,0,8,0,4,2,2,6,2,0,0,0,360,0,410,0.0076335877862595,0.0030534351145038,0.0061068702290076,0.0244274809160305,0.0,0.0,0.0,0.0,0.0,0.0122137404580152,0.0,0.0061068702290076,0.0030534351145038,0.0030534351145038,0.0091603053435114,0.0030534351145038,0.0,0.0,0.0,0.549618320610687,0.0
2012-02-01,2012,2,0,2,9,1,0,21,6,0,0,11,1,5,1,6,7,3,1,1,0,166,0,241,0.0,0.002805049088359,0.0126227208976157,0.0014025245441795,0.0,0.0294530154277699,0.0084151472650771,0.0,0.0,0.0154277699859747,0.0014025245441795,0.0070126227208976,0.0014025245441795,0.0084151472650771,0.0098176718092566,0.0042075736325385,0.0014025245441795,0.0014025245441795,0.0,0.2328190743338008,0.0,6,2,3,11,0,1,0,2,0,6,0,1,5,0,7,2,2,2,0,417,0,467,0.0084151472650771,0.002805049088359,0.0042075736325385,0.0154277699859747,0.0,0.0014025245441795,0.0,0.002805049088359,0.0,0.0084151472650771,0.0,0.0014025245441795,0.0070126227208976,0.0,0.0098176718092566,0.002805049088359,0.002805049088359,0.002805049088359,0.0,0.5848527349228612,0.0
2012-03-01,2012,3,2,5,12,5,0,22,2,2,2,8,5,5,1,2,7,0,5,3,0,172,2,259,0.0024844720496894,0.0062111801242236,0.0149068322981366,0.0062111801242236,0.0,0.0273291925465838,0.0024844720496894,0.0024844720496894,0.0024844720496894,0.0099378881987577,0.0062111801242236,0.0062111801242236,0.0012422360248447,0.0024844720496894,0.008695652173913,0.0,0.0062111801242236,0.0037267080745341,0.0,0.2136645962732919,0.0024844720496894,3,1,4,4,0,0,0,0,0,13,0,4,1,3,13,2,0,1,2,488,0,539,0.0037267080745341,0.0012422360248447,0.0049689440993788,0.0049689440993788,0.0,0.0,0.0,0.0,0.0,0.0161490683229813,0.0,0.0049689440993788,0.0012422360248447,0.0037267080745341,0.0161490683229813,0.0024844720496894,0.0,0.0012422360248447,0.0024844720496894,0.6062111801242236,0.0
2012-04-01,2012,4,0,7,6,3,0,34,2,1,0,25,10,4,1,11,10,4,4,4,1,296,0,422,0.0,0.0065116279069767,0.0055813953488372,0.0027906976744186,0.0,0.0316279069767441,0.001860465116279,0.0009302325581395,0.0,0.0232558139534883,0.0093023255813953,0.0037209302325581,0.0009302325581395,0.0102325581395348,0.0093023255813953,0.0037209302325581,0.0037209302325581,0.0037209302325581,0.0009302325581395,0.2753488372093023,0.0,2,3,4,16,0,1,0,1,0,12,1,3,0,1,11,4,0,1,2,587,0,649,0.001860465116279,0.0027906976744186,0.0037209302325581,0.0148837209302325,0.0,0.0009302325581395,0.0,0.0009302325581395,0.0,0.0111627906976744,0.0009302325581395,0.0027906976744186,0.0,0.0009302325581395,0.0102325581395348,0.0037209302325581,0.0,0.0009302325581395,0.001860465116279,0.546046511627907,0.0
2012-05-01,2012,5,0,7,4,0,1,33,1,5,1,14,2,6,2,0,11,6,2,0,0,220,0,315,0.0,0.0078651685393258,0.0044943820224719,0.0,0.0011235955056179,0.0370786516853932,0.0011235955056179,0.0056179775280898,0.0011235955056179,0.0157303370786516,0.0022471910112359,0.0067415730337078,0.0022471910112359,0.0,0.0123595505617977,0.0067415730337078,0.0022471910112359,0.0,0.0,0.247191011235955,0.0,8,2,2,8,0,1,0,1,1,13,0,9,1,0,10,2,2,0,0,513,0,573,0.0089887640449438,0.0022471910112359,0.0022471910112359,0.0089887640449438,0.0,0.0011235955056179,0.0,0.0011235955056179,0.0011235955056179,0.0146067415730337,0.0,0.0101123595505617,0.0011235955056179,0.0,0.0112359550561797,0.0022471910112359,0.0022471910112359,0.0,0.0,0.5764044943820225,0.0
2012-06-01,2012,6,3,10,10,1,0,48,6,1,0,16,5,4,1,3,6,7,2,3,1,234,0,361,0.0034168564920273,0.0113895216400911,0.0113895216400911,0.0011389521640091,0.0,0.0546697038724373,0.0068337129840546,0.0011389521640091,0.0,0.0182232346241457,0.0056947608200455,0.0045558086560364,0.0011389521640091,0.0034168564920273,0.0068337129840546,0.0079726651480637,0.0022779043280182,0.0034168564920273,0.0011389521640091,0.2665148063781321,0.0,7,1,6,7,0,1,1,2,0,16,0,1,3,4,4,2,0,0,1,461,0,513,0.0079726651480637,0.0011389521640091,0.0068337129840546,0.0079726651480637,0.0,0.0011389521640091,0.0011389521640091,0.0022779043280182,0.0,0.0182232346241457,0.0,0.0011389521640091,0.0034168564920273,0.0045558086560364,0.0045558086560364,0.0022779043280182,0.0,0.0,0.0011389521640091,0.5250569476082004,0.0
2012-07-01,2012,7,9,5,9,3,0,66,5,3,0,26,0,4,1,9,7,7,5,2,0,212,0,369,0.0106257378984651,0.0059031877213695,0.0106257378984651,0.0035419126328217,0.0,0.0779220779220779,0.0059031877213695,0.0035419126328217,0.0,0.0306965761511216,0.0,0.0047225501770956,0.0011806375442739,0.0106257378984651,0.0082644628099173,0.0082644628099173,0.0059031877213695,0.0023612750885478,0.0,0.2502951593860685,0.0,1,0,4,3,0,5,1,1,0,17,0,3,2,3,6,1,0,0,0,430,0,474,0.0011806375442739,0.0,0.0047225501770956,0.0035419126328217,0.0,0.0059031877213695,0.0011806375442739,0.0011806375442739,0.0,0.0200708382526564,0.0,0.0035419126328217,0.0023612750885478,0.0035419126328217,0.0070838252656434,0.0011806375442739,0.0,0.0,0.0,0.5076741440377804,0.0
2012-08-01,2012,8,4,16,4,1,1,96,20,5,0,16,1,7,1,6,4,3,3,2,0,282,0,468,0.0042643923240938,0.0170575692963752,0.0042643923240938,0.0010660980810234,0.0010660980810234,0.1023454157782516,0.021321961620469,0.0053304904051172,0.0,0.0170575692963752,0.0010660980810234,0.0074626865671641,0.0010660980810234,0.0063965884861407,0.0042643923240938,0.0031982942430703,0.0031982942430703,0.0021321961620469,0.0,0.3006396588486141,0.0,4,1,7,6,0,4,0,0,0,10,0,2,1,2,5,1,1,0,0,420,0,462,0.0042643923240938,0.0010660980810234,0.0074626865671641,0.0063965884861407,0.0,0.0042643923240938,0.0,0.0,0.0,0.0106609808102345,0.0,0.0021321961620469,0.0010660980810234,0.0021321961620469,0.0053304904051172,0.0010660980810234,0.0010660980810234,0.0,0.0,0.4477611940298507,0.0
2012-09-01,2012,9,2,2,15,4,2,70,25,1,1,3,0,5,5,13,5,1,2,0,0,240,0,389,0.0026560424966799,0.0026560424966799,0.0199203187250996,0.0053120849933598,0.0026560424966799,0.0929614873837981,0.0332005312084993,0.0013280212483399,0.0013280212483399,0.0039840637450199,0.0,0.0066401062416998,0.0066401062416998,0.0172642762284196,0.0066401062416998,0.0013280212483399,0.0026560424966799,0.0,0.0,0.3187250996015936,0.0,2,2,2,2,0,4,1,0,0,3,0,0,1,1,3,0,0,0,0,336,0,357,0.0026560424966799,0.0026560424966799,0.0026560424966799,0.0026560424966799,0.0,0.0053120849933598,0.0013280212483399,0.0,0.0,0.0039840637450199,0.0,0.0,0.0013280212483399,0.0013280212483399,0.0039840637450199,0.0,0.0,0.0,0.0,0.446215139442231,0.0
2012-10-01,2012,10,3,6,6,4,2,18,2,1,0,17,1,2,2,6,11,3,7,0,0,274,0,363,0.0030674846625766,0.0061349693251533,0.0061349693251533,0.0040899795501022,0.0020449897750511,0.0184049079754601,0.0020449897750511,0.0010224948875255,0.0,0.0173824130879345,0.0010224948875255,0.0020449897750511,0.0020449897750511,0.0061349693251533,0.0112474437627811,0.0030674846625766,0.0071574642126789,0.0,0.0,0.280163599182004,0.0,1,3,5,23,0,3,0,0,0,16,0,3,3,2,11,1,2,1,0,539,0,612,0.0010224948875255,0.0030674846625766,0.0051124744376278,0.0235173824130879,0.0,0.0030674846625766,0.0,0.0,0.0,0.016359918200409,0.0,0.0030674846625766,0.0030674846625766,0.0020449897750511,0.0112474437627811,0.0010224948875255,0.0020449897750511,0.0010224948875255,0.0,0.5511247443762781,0.0
