date,year,month,arrest,protest,legalaction,disaster,censor,electionactivity,electionirregularities,activism,martiallaw,cooperate,coup,violencenonlethal,violencelethal,corruption,legalchange,mobilizesecurity,purge,threaten,raid,-999,defamationcase,total_articles,arrestNorm,protestNorm,legalactionNorm,disasterNorm,censorNorm,electionactivityNorm,electionirregularitiesNorm,activismNorm,martiallawNorm,cooperateNorm,coupNorm,violencenonlethalNorm,violencelethalNorm,corruptionNorm,legalchangeNorm,mobilizesecurityNorm,purgeNorm,threatenNorm,raidNorm,-999Norm,defamationcaseNorm,ncr_arrest,ncr_protest,ncr_legalaction,ncr_disaster,ncr_censor,ncr_electionactivity,ncr_electionirregularities,ncr_activism,ncr_martiallaw,ncr_cooperate,ncr_coup,ncr_violencenonlethal,ncr_violencelethal,ncr_corruption,ncr_legalchange,ncr_mobilizesecurity,ncr_purge,ncr_threaten,ncr_raid,ncr_-999,ncr_defamationcase,ncr_total_articles,ncr_arrestNorm,ncr_protestNorm,ncr_legalactionNorm,ncr_disasterNorm,ncr_censorNorm,ncr_electionactivityNorm,ncr_electionirregularitiesNorm,ncr_activismNorm,ncr_martiallawNorm,ncr_cooperateNorm,ncr_coupNorm,ncr_violencenonlethalNorm,ncr_violencelethalNorm,ncr_corruptionNorm,ncr_legalchangeNorm,ncr_mobilizesecurityNorm,ncr_purgeNorm,ncr_threatenNorm,ncr_raidNorm,ncr_-999Norm,ncr_defamationcaseNorm
2012-01-01,2012,1,26,8,38,7,3,60,4,2,0,18,0,15,59,20,12,3,10,4,2,465,0,744,0.0219780219780219,0.0067624683009298,0.0321217244294167,0.0059171597633136,0.0025359256128486,0.0507185122569738,0.0033812341504649,0.0016906170752324,0.0,0.0152155536770921,0.0,0.0126796280642434,0.0498732037193575,0.0169061707523246,0.0101437024513947,0.0025359256128486,0.0084530853761623,0.0033812341504649,0.0016906170752324,0.3930684699915469,0.0,19,2,18,18,0,0,0,1,0,3,0,4,29,4,6,1,0,1,1,329,0,432,0.0160608622147083,0.0016906170752324,0.0152155536770921,0.0152155536770921,0.0,0.0,0.0,0.0008453085376162,0.0,0.0025359256128486,0.0,0.0033812341504649,0.0245139475908706,0.0033812341504649,0.0050718512256973,0.0008453085376162,0.0,0.0008453085376162,0.0008453085376162,0.2781065088757396,0.0
2012-02-01,2012,2,20,10,51,16,0,52,6,3,0,20,1,18,48,24,15,4,12,2,2,560,0,859,0.0146735143066764,0.0073367571533382,0.0374174614820249,0.0117388114453411,0.0,0.0381511371973587,0.0044020542920029,0.0022010271460014,0.0,0.0146735143066764,0.0007336757153338,0.0132061628760088,0.0352164343360234,0.0176082171680117,0.0110051357300073,0.0029347028613352,0.0088041085840058,0.0014673514306676,0.0014673514306676,0.4108584005869405,0.0,16,4,28,16,0,2,0,1,0,8,0,9,19,2,3,1,0,1,1,391,0,501,0.0117388114453411,0.0029347028613352,0.020542920029347,0.0117388114453411,0.0,0.0014673514306676,0.0,0.0007336757153338,0.0,0.0058694057226705,0.0,0.0066030814380044,0.0139398385913426,0.0014673514306676,0.0022010271460014,0.0007336757153338,0.0,0.0007336757153338,0.0007336757153338,0.2868672046955245,0.0
2012-03-01,2012,3,22,15,48,43,0,68,4,9,1,27,0,12,52,23,19,3,7,3,1,746,0,1096,0.0136054421768707,0.0092764378478664,0.0296846011131725,0.0265924551638837,0.0,0.0420531849103277,0.002473716759431,0.0055658627087198,0.0006184291898577,0.0166975881261595,0.0,0.0074211502782931,0.0321583178726035,0.0142238713667285,0.0117501546072974,0.0018552875695732,0.0043290043290043,0.0018552875695732,0.0006184291898577,0.4613481756338899,0.0,15,5,15,9,0,0,0,0,0,3,0,6,25,2,6,0,0,1,2,419,0,507,0.0092764378478664,0.0030921459492888,0.0092764378478664,0.0055658627087198,0.0,0.0,0.0,0.0,0.0,0.0018552875695732,0.0,0.0037105751391465,0.015460729746444,0.0012368583797155,0.0037105751391465,0.0,0.0,0.0006184291898577,0.0012368583797155,0.259121830550402,0.0
2012-04-01,2012,4,16,9,61,33,0,54,4,8,1,23,2,10,50,58,32,0,4,11,1,694,1,1048,0.0104031209362808,0.0058517555266579,0.0396618985695708,0.0214564369310793,0.0,0.0351105331599479,0.0026007802340702,0.0052015604681404,0.0006501950585175,0.0149544863459037,0.0013003901170351,0.0065019505851755,0.0325097529258777,0.0377113133940182,0.0208062418725617,0.0,0.0026007802340702,0.0071521456436931,0.0006501950585175,0.4512353706111833,0.0006501950585175,14,2,19,21,0,0,0,0,0,8,0,1,26,9,7,0,0,0,2,376,0,477,0.0091027308192457,0.0013003901170351,0.0123537061118335,0.0136540962288686,0.0,0.0,0.0,0.0,0.0,0.0052015604681404,0.0,0.0006501950585175,0.0169050715214564,0.0058517555266579,0.0045513654096228,0.0,0.0,0.0,0.0013003901170351,0.2444733420026008,0.0
2012-05-01,2012,5,26,44,48,48,1,71,7,10,1,9,0,35,50,47,8,2,5,9,3,865,1,1273,0.0142543859649122,0.0241228070175438,0.0263157894736842,0.0263157894736842,0.000548245614035,0.0389254385964912,0.0038377192982456,0.0054824561403508,0.000548245614035,0.0049342105263157,0.0,0.019188596491228,0.0274122807017543,0.0257675438596491,0.0043859649122807,0.0010964912280701,0.0027412280701754,0.0049342105263157,0.0016447368421052,0.4742324561403508,0.000548245614035,17,5,15,13,1,1,0,0,0,1,0,10,28,4,2,1,1,0,6,435,0,538,0.0093201754385964,0.0027412280701754,0.0082236842105263,0.0071271929824561,0.000548245614035,0.000548245614035,0.0,0.0,0.0,0.000548245614035,0.0,0.0054824561403508,0.0153508771929824,0.0021929824561403,0.0010964912280701,0.000548245614035,0.000548245614035,0.0,0.0032894736842105,0.2384868421052631,0.0
2012-06-01,2012,6,22,37,68,20,1,137,25,9,3,50,1,37,66,45,22,5,6,3,5,1032,0,1570,0.0099773242630385,0.0167800453514739,0.0308390022675736,0.0090702947845804,0.000453514739229,0.0621315192743764,0.0113378684807256,0.0040816326530612,0.001360544217687,0.0226757369614512,0.000453514739229,0.0167800453514739,0.0299319727891156,0.0204081632653061,0.0099773242630385,0.0022675736961451,0.0027210884353741,0.001360544217687,0.0022675736961451,0.4680272108843537,0.0,18,3,22,17,0,1,0,1,0,8,0,6,27,7,7,0,1,2,1,493,0,607,0.0081632653061224,0.001360544217687,0.0099773242630385,0.0077097505668934,0.0,0.000453514739229,0.0,0.000453514739229,0.0,0.0036281179138321,0.0,0.0027210884353741,0.0122448979591836,0.0031746031746031,0.0031746031746031,0.0,0.000453514739229,0.000907029478458,0.000453514739229,0.2235827664399093,0.0
2012-07-01,2012,7,23,33,57,11,3,156,49,4,0,13,0,21,48,75,21,5,5,5,2,689,0,1203,0.0125958378970427,0.0180722891566265,0.0312157721796276,0.0060240963855421,0.0016429353778751,0.0854326396495071,0.0268346111719605,0.0021905805038335,0.0,0.0071193866374589,0.0,0.0115005476451259,0.0262869660460021,0.0410733844468784,0.0115005476451259,0.0027382256297918,0.0027382256297918,0.0027382256297918,0.0010952902519167,0.3773274917853231,0.0,18,1,21,18,0,1,0,0,0,3,0,20,21,4,3,1,1,1,3,501,0,613,0.0098576122672508,0.0005476451259583,0.0115005476451259,0.0098576122672508,0.0,0.0005476451259583,0.0,0.0,0.0,0.0016429353778751,0.0,0.0109529025191675,0.0115005476451259,0.0021905805038335,0.0016429353778751,0.0005476451259583,0.0005476451259583,0.0005476451259583,0.0016429353778751,0.2743702081051478,0.0
2012-08-01,2012,8,32,18,57,54,0,28,11,6,1,6,3,50,80,47,15,4,9,6,0,577,0,982,0.0185938407902382,0.010459035444509,0.0331202789076118,0.031377106333527,0.0,0.0162696106914584,0.0063916327716443,0.0034863451481696,0.0005810575246949,0.0034863451481696,0.0017431725740848,0.0290528762347472,0.0464846019755955,0.0273097036606624,0.0087158628704241,0.0023242300987797,0.0052295177222545,0.0034863451481696,0.0,0.3352701917489831,0.0,15,5,22,27,0,0,0,0,0,7,1,12,35,9,5,1,3,3,0,594,0,731,0.0087158628704241,0.0029052876234747,0.0127832655432887,0.0156885531667635,0.0,0.0,0.0,0.0,0.0,0.0040674026728646,0.0005810575246949,0.0069726902963393,0.020337013364323,0.0052295177222545,0.0029052876234747,0.0005810575246949,0.0017431725740848,0.0017431725740848,0.0,0.3451481696687972,0.0
2012-09-01,2012,9,54,18,45,48,2,22,1,3,1,19,0,24,70,26,45,8,6,3,2,605,0,987,0.0356200527704485,0.0118733509234828,0.0296833773087071,0.0316622691292876,0.0013192612137203,0.0145118733509234,0.0006596306068601,0.0019788918205804,0.0006596306068601,0.012532981530343,0.0,0.0158311345646438,0.046174142480211,0.0171503957783641,0.0296833773087071,0.0052770448548812,0.0039577836411609,0.0019788918205804,0.0013192612137203,0.3990765171503957,0.0,17,6,11,27,0,0,0,0,0,6,0,11,28,9,3,1,2,0,2,406,0,523,0.0112137203166226,0.0039577836411609,0.0072559366754617,0.0178100263852242,0.0,0.0,0.0,0.0,0.0,0.0039577836411609,0.0,0.0072559366754617,0.0184696569920844,0.0059366754617414,0.0019788918205804,0.0006596306068601,0.0013192612137203,0.0,0.0013192612137203,0.2678100263852243,0.0
2012-10-01,2012,10,46,39,70,51,3,39,9,5,0,44,1,39,92,36,106,10,12,5,4,1018,2,1615,0.0164638511095204,0.0139584824624194,0.0250536864710093,0.0182534001431639,0.0010737294201861,0.0139584824624194,0.0032211882605583,0.0017895490336435,0.0,0.0157480314960629,0.0003579098067287,0.0139584824624194,0.0329277022190408,0.0128847530422333,0.0379384395132426,0.003579098067287,0.0042949176807444,0.0017895490336435,0.0014316392269148,0.364352183249821,0.0007158196134574,49,7,38,51,0,0,0,1,0,9,0,15,43,8,18,2,2,0,3,919,0,1160,0.0175375805297065,0.0025053686471009,0.0136005726556907,0.0182534001431639,0.0,0.0,0.0,0.0003579098067287,0.0,0.0032211882605583,0.0,0.0053686471009305,0.0153901216893342,0.0028632784538296,0.0064423765211166,0.0007158196134574,0.0007158196134574,0.0,0.0010737294201861,0.3289191123836793,0.0
