date,year,month,sudden-onset environmental disaster,environmental cooperation,environmental government initiatives,environmental security,environmental -999,environmental arrest,human-induced disaster,displacement,-999,environmental legal action,environmental opinion,slow-onset environmental disaster,environmental corruption,environmental crime,environmental legal change,environmental activism,environmental corporate initiatives,lethal environmental violence,environmental protests,nonlethal environmental violence,total_articles,total_from_source,total_label_events,total_local_docs,sudden-onset environmental disasterNorm,environmental cooperationNorm,environmental government initiativesNorm,environmental securityNorm,environmental -999Norm,environmental arrestNorm,human-induced disasterNorm,displacementNorm,-999Norm,environmental legal actionNorm,environmental opinionNorm,slow-onset environmental disasterNorm,environmental corruptionNorm,environmental crimeNorm,environmental legal changeNorm,environmental activismNorm,environmental corporate initiativesNorm,lethal environmental violenceNorm,environmental protestsNorm,nonlethal environmental violenceNorm
2012-01-01,2012,1,8,0,0,1,10,2,15,0,11,1,5,7,0,3,0,2,1,0,1,0,59,59,67,7086,0.0011289867344058,0.0,0.0,0.0001411233418007,0.0014112334180073,0.0002822466836014,0.002116850127011,0.0,0.001552356759808,0.0001411233418007,0.0007056167090036,0.0009878633926051,0.0,0.0004233700254022,0.0,0.0002822466836014,0.0001411233418007,0.0,0.0001411233418007,0.0
2012-02-01,2012,2,21,0,2,1,6,0,29,0,15,2,6,7,0,7,0,0,0,1,1,2,92,92,100,6607,0.0031784471015589,0.0,0.0003027092477675,0.0001513546238837,0.0009081277433025,0.0,0.004389284092629,0.0,0.0022703193582563,0.0003027092477675,0.0009081277433025,0.0010594823671863,0.0,0.0010594823671863,0.0,0.0,0.0,0.0001513546238837,0.0001513546238837,0.0003027092477675
2012-03-01,2012,3,16,0,1,0,15,0,29,0,17,0,7,8,0,0,1,1,0,1,0,1,84,84,97,6924,0.0023108030040439,0.0,0.0001444251877527,0.0,0.0021663778162911,0.0,0.0041883304448295,0.0,0.0024552281917966,0.0,0.0010109763142692,0.0011554015020219,0.0,0.0,0.0001444251877527,0.0001444251877527,0.0,0.0001444251877527,0.0,0.0001444251877527
2012-04-01,2012,4,10,0,0,0,18,1,21,0,14,3,6,3,1,5,0,1,0,0,0,2,76,76,85,6314,0.0015837820715869,0.0,0.0,0.0,0.0028508077288565,0.0001583782071586,0.0033259423503325,0.0,0.0022172949002217,0.000475134621476,0.0009502692429521,0.000475134621476,0.0001583782071586,0.0007918910357934,0.0,0.0001583782071586,0.0,0.0,0.0,0.0003167564143173
2012-05-01,2012,5,18,0,1,0,12,0,7,1,17,1,6,5,0,1,2,0,0,0,2,1,65,65,74,6269,0.0028712713351411,0.0,0.0001595150741745,0.0,0.0019141808900941,0.0,0.0011166055192215,0.0001595150741745,0.0027117562609666,0.0001595150741745,0.000957090445047,0.0007975753708725,0.0,0.0001595150741745,0.000319030148349,0.0,0.0,0.0,0.000319030148349,0.0001595150741745
2012-06-01,2012,6,19,0,1,1,7,0,16,0,13,1,9,9,0,1,1,0,2,0,0,2,68,68,82,5960,0.0031879194630872,0.0,0.0001677852348993,0.0001677852348993,0.0011744966442953,0.0,0.0026845637583892,0.0,0.0021812080536912,0.0001677852348993,0.0015100671140939,0.0015100671140939,0.0,0.0001677852348993,0.0001677852348993,0.0,0.0003355704697986,0.0,0.0,0.0003355704697986
2012-07-01,2012,7,29,0,2,0,17,0,27,0,25,0,22,14,0,0,0,1,0,0,1,0,121,121,138,5870,0.0049403747870528,0.0,0.0003407155025553,0.0,0.0028960817717206,0.0,0.0045996592844974,0.0,0.004258943781942,0.0,0.003747870528109,0.0023850085178875,0.0,0.0,0.0,0.0001703577512776,0.0,0.0,0.0001703577512776,0.0
2012-08-01,2012,8,12,0,0,0,4,0,16,2,15,0,5,16,0,4,0,0,0,0,1,1,67,67,76,5436,0.0022075055187637,0.0,0.0,0.0,0.0007358351729212,0.0,0.002943340691685,0.0003679175864606,0.0027593818984547,0.0,0.0009197939661515,0.002943340691685,0.0,0.0007358351729212,0.0,0.0,0.0,0.0,0.0001839587932303,0.0001839587932303
2012-09-01,2012,9,6,1,4,0,9,1,14,0,8,1,9,4,0,3,0,1,0,0,0,0,54,54,61,5914,0.0010145417653026,0.0001690902942171,0.0006763611768684,0.0,0.001521812647954,0.0001690902942171,0.0023672641190395,0.0,0.0013527223537368,0.0001690902942171,0.001521812647954,0.0006763611768684,0.0,0.0005072708826513,0.0,0.0001690902942171,0.0,0.0,0.0,0.0
2012-10-01,2012,10,13,0,0,0,11,0,20,1,13,0,9,6,1,1,2,1,0,0,1,1,72,72,80,7017,0.0018526435798774,0.0,0.0,0.0,0.0015676214906655,0.0,0.0028502208921191,0.0001425110446059,0.0018526435798774,0.0,0.0012825994014536,0.0008550662676357,0.0001425110446059,0.0001425110446059,0.0002850220892119,0.0001425110446059,0.0,0.0,0.0001425110446059,0.0001425110446059
