date,year,month,sudden-onset environmental disaster,environmental cooperation,environmental government initiatives,environmental security,environmental -999,environmental arrest,human-induced disaster,displacement,-999,environmental legal action,environmental opinion,slow-onset environmental disaster,environmental corruption,environmental crime,environmental legal change,environmental activism,environmental corporate initiatives,lethal environmental violence,environmental protests,nonlethal environmental violence,total_articles,total_from_source,total_label_events,total_local_docs,sudden-onset environmental disasterNorm,environmental cooperationNorm,environmental government initiativesNorm,environmental securityNorm,environmental -999Norm,environmental arrestNorm,human-induced disasterNorm,displacementNorm,-999Norm,environmental legal actionNorm,environmental opinionNorm,slow-onset environmental disasterNorm,environmental corruptionNorm,environmental crimeNorm,environmental legal changeNorm,environmental activismNorm,environmental corporate initiativesNorm,lethal environmental violenceNorm,environmental protestsNorm,nonlethal environmental violenceNorm
2012-01-01,2012,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,683,0.0014641288433382,0.0,0.0,0.0,0.0,0.0,0.0014641288433382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-02-01,2012,2,2,0,0,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,6,6,6,769,0.0026007802340702,0.0,0.0,0.0,0.0,0.0,0.0026007802340702,0.0,0.0,0.0,0.0013003901170351,0.0,0.0,0.0013003901170351,0.0,0.0,0.0,0.0,0.0,0.0
2012-03-01,2012,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,824,0.0012135922330097,0.0,0.0,0.0012135922330097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-04-01,2012,4,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,2,889,0.0,0.0,0.0,0.0,0.0,0.0,0.0011248593925759,0.0,0.0,0.0011248593925759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-05-01,2012,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,999,0.007007007007007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-06-01,2012,6,6,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,8,8,9,1137,0.0052770448548812,0.0,0.0,0.0,0.0008795074758135,0.0,0.0,0.0,0.0008795074758135,0.0,0.0008795074758135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-07-01,2012,7,4,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,8,8,10,1922,0.0020811654526534,0.0,0.0,0.0,0.0005202913631633,0.0,0.0005202913631633,0.0,0.0005202913631633,0.0005202913631633,0.0005202913631633,0.0005202913631633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-08-01,2012,8,13,0,0,0,0,0,2,0,4,0,3,1,0,0,1,0,0,0,0,0,23,23,24,2472,0.0052588996763754,0.0,0.0,0.0,0.0,0.0,0.0008090614886731,0.0,0.0016181229773462,0.0,0.0012135922330097,0.0004045307443365,0.0,0.0,0.0004045307443365,0.0,0.0,0.0,0.0,0.0
2012-09-01,2012,9,7,0,1,0,2,0,2,0,3,1,1,1,0,2,0,0,0,0,0,0,19,19,20,3186,0.0021971123666038,0.0,0.0003138731952291,0.0,0.0006277463904582,0.0,0.0006277463904582,0.0,0.0009416195856873,0.0003138731952291,0.0003138731952291,0.0003138731952291,0.0,0.0006277463904582,0.0,0.0,0.0,0.0,0.0,0.0
2012-10-01,2012,10,10,0,2,1,0,0,1,0,2,0,0,0,1,0,1,0,0,0,0,0,16,16,18,2661,0.0037579857196542,0.0,0.0007515971439308,0.0003757985719654,0.0,0.0,0.0003757985719654,0.0,0.0007515971439308,0.0,0.0,0.0,0.0003757985719654,0.0,0.0003757985719654,0.0,0.0,0.0,0.0,0.0
2012-11-01,2012,11,12,0,0,0,3,0,2,0,2,2,1,1,0,1,0,1,0,0,0,0,21,21,25,2280,0.0052631578947368,0.0,0.0,0.0,0.0013157894736842,0.0,0.0008771929824561,0.0,0.0008771929824561,0.0008771929824561,0.000438596491228,0.000438596491228,0.0,0.000438596491228,0.0,0.000438596491228,0.0,0.0,0.0,0.0
2012-12-01,2012,12,5,0,0,0,1,0,0,0,1,0,1,3,0,0,0,0,0,0,0,0,10,10,11,2342,0.0021349274124679,0.0,0.0,0.0,0.0004269854824935,0.0,0.0,0.0,0.0004269854824935,0.0,0.0004269854824935,0.0012809564474807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-01-01,2013,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,3,2445,0.0,0.0,0.0,0.0,0.0004089979550102,0.0,0.0004089979550102,0.0,0.0,0.0,0.0004089979550102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-02-01,2013,2,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,3,3,2421,0.0004130524576621,0.0,0.0004130524576621,0.0,0.0,0.0,0.0,0.0,0.0004130524576621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-03-01,2013,3,3,0,0,1,1,0,0,0,3,0,1,0,1,1,0,0,1,0,0,0,12,12,12,2207,0.0013593112822836,0.0,0.0,0.0004531037607612,0.0004531037607612,0.0,0.0,0.0,0.0013593112822836,0.0,0.0004531037607612,0.0,0.0004531037607612,0.0004531037607612,0.0,0.0,0.0004531037607612,0.0,0.0,0.0
