date,year,month,sudden-onset environmental disaster,environmental cooperation,environmental government initiatives,environmental security,environmental -999,environmental arrest,human-induced disaster,displacement,-999,environmental legal action,environmental opinion,slow-onset environmental disaster,environmental corruption,environmental crime,environmental legal change,environmental activism,environmental corporate initiatives,lethal environmental violence,environmental protests,nonlethal environmental violence,total_articles,total_from_source,total_label_events,total_local_docs,sudden-onset environmental disasterNorm,environmental cooperationNorm,environmental government initiativesNorm,environmental securityNorm,environmental -999Norm,environmental arrestNorm,human-induced disasterNorm,displacementNorm,-999Norm,environmental legal actionNorm,environmental opinionNorm,slow-onset environmental disasterNorm,environmental corruptionNorm,environmental crimeNorm,environmental legal changeNorm,environmental activismNorm,environmental corporate initiativesNorm,lethal environmental violenceNorm,environmental protestsNorm,nonlethal environmental violenceNorm
2012-01-01,2012,1,9,1,1,1,7,0,17,1,17,7,6,3,3,4,1,0,0,0,0,0,72,72,78,3765,0.0023904382470119,0.0002656042496679,0.0002656042496679,0.0002656042496679,0.0018592297476759,0.0,0.0045152722443559,0.0002656042496679,0.0045152722443559,0.0018592297476759,0.0015936254980079,0.0007968127490039,0.0007968127490039,0.0010624169986719,0.0002656042496679,0.0,0.0,0.0,0.0,0.0
2012-02-01,2012,2,18,1,9,1,21,2,33,1,35,2,15,6,2,13,1,2,1,0,6,4,153,153,173,9956,0.0018079550020088,0.000100441944556,0.0009039775010044,0.000100441944556,0.0021092808356769,0.000200883889112,0.0033145841703495,0.000100441944556,0.0035154680594616,0.000200883889112,0.0015066291683406,0.0006026516673362,0.000200883889112,0.0013057452792286,0.000100441944556,0.000200883889112,0.000100441944556,0.0,0.0006026516673362,0.0004017677782241
2012-03-01,2012,3,23,1,6,1,18,1,27,2,33,6,18,17,2,8,2,3,0,1,4,0,154,154,173,10354,0.0022213637241645,9.658103148541626e-05,0.0005794861889124,9.658103148541626e-05,0.0017384585667374,9.658103148541626e-05,0.0026076878501062,0.0001931620629708,0.0031871740390187,0.0005794861889124,0.0017384585667374,0.001641877535252,0.0001931620629708,0.0007726482518833,0.0001931620629708,0.0002897430944562,0.0,9.658103148541626e-05,0.0003863241259416,0.0
2012-04-01,2012,4,49,1,13,0,26,1,33,2,36,5,16,7,1,7,5,6,1,1,1,2,188,188,213,10286,0.0047637565623177,9.721952167995334e-05,0.0012638537818393,0.0,0.0025277075636787,9.721952167995334e-05,0.0032082442154384,0.0001944390433599,0.0034999027804783,0.0004860976083997,0.0015555123468792,0.0006805366517596,9.721952167995334e-05,0.0006805366517596,0.0004860976083997,0.0005833171300797,9.721952167995334e-05,9.721952167995334e-05,9.721952167995334e-05,0.0001944390433599
2012-05-01,2012,5,23,0,7,0,22,0,32,2,29,8,19,1,1,8,0,2,2,0,0,1,143,143,157,10924,0.0021054558769681,0.0,0.0006407909190772,0.0,0.0020139143170999,0.0,0.0029293299157817,0.0001830831197363,0.0026547052361772,0.0007323324789454,0.0017392896374954,9.154155986818016e-05,9.154155986818016e-05,0.0007323324789454,0.0,0.0001830831197363,0.0001830831197363,0.0,0.0,9.154155986818016e-05
2012-06-01,2012,6,27,3,12,1,38,1,27,3,31,7,16,11,1,8,6,4,5,0,1,4,186,186,206,8124,0.0033234859675036,0.0003692762186115,0.001477104874446,0.0001230920728705,0.0046774987690792,0.0001230920728705,0.0033234859675036,0.0003692762186115,0.0038158542589857,0.0008616445100935,0.0019694731659281,0.0013540128015755,0.0001230920728705,0.000984736582964,0.000738552437223,0.000492368291482,0.0006154603643525,0.0,0.0001230920728705,0.000492368291482
2012-07-01,2012,7,38,0,11,1,22,1,45,6,38,10,16,16,3,7,3,0,3,1,14,4,208,208,239,8794,0.0043211280418467,0.0,0.0012508528542187,0.000113713895838,0.0025017057084375,0.000113713895838,0.0051171253127132,0.0006822833750284,0.0043211280418467,0.0011371389583807,0.0018194223334091,0.0018194223334091,0.0003411416875142,0.0007959972708664,0.0003411416875142,0.0,0.0003411416875142,0.000113713895838,0.0015919945417329,0.0004548555833522
2012-08-01,2012,8,31,0,10,2,30,0,28,3,35,10,22,11,0,4,3,2,2,0,6,4,177,177,203,8728,0.003551787351054,0.0,0.0011457378551787,0.0002291475710357,0.0034372135655362,0.0,0.0032080659945004,0.0003437213565536,0.0040100824931255,0.0011457378551787,0.0025206232813932,0.0012603116406966,0.0,0.0004582951420714,0.0003437213565536,0.0002291475710357,0.0002291475710357,0.0,0.0006874427131072,0.0004582951420714
2012-09-01,2012,9,37,1,10,1,25,1,29,2,28,12,16,20,0,12,4,0,2,0,4,4,178,178,208,9492,0.003898019384745,0.0001053518752633,0.0010535187526337,0.0001053518752633,0.0026337968815844,0.0001053518752633,0.003055204382638,0.0002107037505267,0.0029498525073746,0.0012642225031605,0.001685630004214,0.0021070375052675,0.0,0.0012642225031605,0.0004214075010535,0.0,0.0002107037505267,0.0,0.0004214075010535,0.0004214075010535
2012-10-01,2012,10,31,2,7,5,31,3,29,1,36,12,19,9,1,10,7,2,2,3,4,1,189,189,215,9439,0.0032842462125225,0.0002118868524208,0.0007416039834728,0.000529717131052,0.0032842462125225,0.0003178302786312,0.0030723593601017,0.0001059434262104,0.0038139633435745,0.0012713211145248,0.0020129250979976,0.0009534908358936,0.0001059434262104,0.001059434262104,0.0007416039834728,0.0002118868524208,0.0002118868524208,0.0003178302786312,0.0004237737048416,0.0001059434262104
