influencer,country,source,date,rai_999,arms_transfer_security_aid_assistance,bribery_economic_corruption,cyber_attack,diplomatic_action,diplomatic_mediation,diplomatic_meeting,diplomatic_statement,diplomatic_ties,foreign_aid_assistance,foreign_investment,intelligence_counterintelligence,joint_security_force_exercise,media_campaign_intervention,military_activity,political_process_policy_intervention,security_engagement,social_academic_cultural_activity,tech_transfer_investment,trade_agreement_exchange,trade_financial_sanction,transnational_organization_crime,total_articles
Combined,Philippines,aljazeera.com,2012-01-01,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
Combined,Philippines,aljazeera.com,2012-02-01,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13
Combined,Philippines,aljazeera.com,2012-03-01,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Combined,Philippines,aljazeera.com,2012-04-01,5,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,9
Combined,Philippines,aljazeera.com,2012-05-01,13,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,16
Combined,Philippines,aljazeera.com,2012-06-01,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10
Combined,Philippines,aljazeera.com,2012-07-01,19,0,0,0,0,2,0,0,0,0,0,0,3,0,1,0,1,0,0,0,0,0,26
Combined,Philippines,aljazeera.com,2012-08-01,20,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22
Combined,Philippines,aljazeera.com,2012-09-01,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
Combined,Philippines,aljazeera.com,2012-10-01,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
Combined,Philippines,aljazeera.com,2012-11-01,8,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
Combined,Philippines,aljazeera.com,2012-12-01,23,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,25
Combined,Philippines,aljazeera.com,2013-01-01,9,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11
Combined,Philippines,aljazeera.com,2013-02-01,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12
Combined,Philippines,aljazeera.com,2013-03-01,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
Combined,Philippines,aljazeera.com,2013-04-01,10,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12
Combined,Philippines,aljazeera.com,2013-05-01,21,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,22
Combined,Philippines,aljazeera.com,2013-06-01,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,15
Combined,Philippines,aljazeera.com,2013-07-01,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
Combined,Philippines,aljazeera.com,2013-08-01,22,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,23
Combined,Philippines,aljazeera.com,2013-09-01,39,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,42
Combined,Philippines,aljazeera.com,2013-10-01,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29
Combined,Philippines,aljazeera.com,2013-11-01,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80
