country,influencer,date,arms_transfer_security_aid_assistance,bribery_economic_corruption,diaspora_activation,diplomatic_mediation,diplomatic_recognition,diplomatic_sanction,diplomatic_statement,diplomatic_visit,economic_aid_assistance,intelligence_counterintelligence,investment,joint_security_force_exercise,media_campaign_intervention,political_process_policy_intervention,professional_cultural_exchange,security_cooperation,security_force_facility_presence,surveillance,tech_transfer_investment,trade_agreement_exchange,trade_financial_sanction,transnational_organization_crime,rai_999,total_articles,arms_transfer_security_aid_assistanceNorm,bribery_economic_corruptionNorm,diaspora_activationNorm,diplomatic_mediationNorm,diplomatic_recognitionNorm,diplomatic_sanctionNorm,diplomatic_statementNorm,diplomatic_visitNorm,economic_aid_assistanceNorm,intelligence_counterintelligenceNorm,investmentNorm,joint_security_force_exerciseNorm,media_campaign_interventionNorm,political_process_policy_interventionNorm,professional_cultural_exchangeNorm,security_cooperationNorm,security_force_facility_presenceNorm,surveillanceNorm,tech_transfer_investmentNorm,trade_agreement_exchangeNorm,trade_financial_sanctionNorm,transnational_organization_crimeNorm
Belarus,Combined,2012-05-01,1,0,0,0,0,0,0,4,1,0,4,0,0,0,17,0,0,0,0,1,1,0,4662,4691,2.1317416329140907e-4,0,0,0,0,0,0,8.526966531656363e-4,2.1317416329140907e-4,0,8.526966531656363e-4,0,0,0,0.0036239607759539546,0,0,0,0,2.1317416329140907e-4,2.1317416329140907e-4,0
Belarus,Combined,2012-06-01,0,0,1,0,3,0,1,5,0,0,18,1,0,0,17,3,0,0,0,3,11,0,4856,4919,0,0,2.0329335230737954e-4,0,6.098800569221387e-4,0,2.0329335230737954e-4,0.0010164667615368977,0,0,0.003659280341532832,2.0329335230737954e-4,0,0,0.0034559869892254523,6.098800569221387e-4,0,0,0,6.098800569221387e-4,0.002236226875381175,0
Belarus,Combined,2012-07-01,0,0,2,0,2,2,1,1,0,1,11,2,0,1,13,3,0,0,0,0,2,0,4855,4896,0,0,4.084967320261438e-4,0,4.084967320261438e-4,4.084967320261438e-4,2.042483660130719e-4,2.042483660130719e-4,0,2.042483660130719e-4,0.0022467320261437907,4.084967320261438e-4,0,2.042483660130719e-4,0.0026552287581699347,6.127450980392157e-4,0,0,0,0,4.084967320261438e-4,0
Belarus,Combined,2012-08-01,1,0,0,0,1,1,4,1,0,0,9,0,0,2,9,5,0,0,0,1,1,0,5533,5568,1.7959770114942528e-4,0,0,0,1.7959770114942528e-4,1.7959770114942528e-4,7.183908045977011e-4,1.7959770114942528e-4,0,0,0.0016163793103448276,0,0,3.5919540229885057e-4,0.0016163793103448276,8.979885057471264e-4,0,0,0,1.7959770114942528e-4,1.7959770114942528e-4,0
Belarus,Combined,2012-09-01,1,0,0,0,8,0,0,2,0,0,9,2,0,4,15,1,0,0,3,1,4,0,4950,5000,2e-4,0,0,0,0.0016,0,0,4e-4,0,0,0.0018,4e-4,0,8e-4,0.003,2e-4,0,0,6e-4,2e-4,8e-4,0
Belarus,Combined,2012-10-01,0,0,0,0,2,1,2,0,0,0,9,0,1,2,20,3,1,0,1,0,5,0,5701,5748,0,0,0,0,3.479471120389701e-4,1.7397355601948505e-4,3.479471120389701e-4,0,0,0,0.0015657620041753654,0,1.7397355601948505e-4,3.479471120389701e-4,0.003479471120389701,5.219206680584551e-4,1.7397355601948505e-4,0,1.7397355601948505e-4,0,8.698677800974252e-4,0
Belarus,Combined,2012-11-01,0,2,1,0,2,1,1,0,0,0,15,1,0,1,18,2,0,0,1,0,3,0,6010,6058,0,3.301419610432486e-4,1.650709805216243e-4,0,3.301419610432486e-4,1.650709805216243e-4,1.650709805216243e-4,0,0,0,0.0024760647078243643,1.650709805216243e-4,0,1.650709805216243e-4,0.0029712776493892373,3.301419610432486e-4,0,0,1.650709805216243e-4,0,4.952129415648729e-4,0
Belarus,Combined,2012-12-01,3,1,0,0,2,0,1,2,0,0,11,0,1,1,17,0,0,0,2,1,1,0,5627,5670,5.291005291005291e-4,1.763668430335097e-4,0,0,3.527336860670194e-4,0,1.763668430335097e-4,3.527336860670194e-4,0,0,0.0019400352733686067,0,1.763668430335097e-4,1.763668430335097e-4,0.002998236331569665,0,0,0,3.527336860670194e-4,1.763668430335097e-4,1.763668430335097e-4,0
Belarus,Combined,2013-01-01,1,0,0,0,1,0,0,0,0,0,14,0,0,1,19,4,0,1,1,1,3,0,5820,5866,1.7047391749062393e-4,0,0,0,1.7047391749062393e-4,0,0,0,0,0,0.002386634844868735,0,0,1.7047391749062393e-4,0.0032390044323218547,6.818956699624957e-4,0,1.7047391749062393e-4,1.7047391749062393e-4,1.7047391749062393e-4,5.114217524718718e-4,0
Belarus,Combined,2013-02-01,0,1,0,0,0,1,0,2,0,0,9,2,0,0,19,1,0,1,1,1,1,0,5477,5516,0,1.8129079042784627e-4,0,0,0,1.8129079042784627e-4,0,3.6258158085569254e-4,0,0,0.0016316171138506164,3.6258158085569254e-4,0,0,0.003444525018129079,1.8129079042784627e-4,0,1.8129079042784627e-4,1.8129079042784627e-4,1.8129079042784627e-4,1.8129079042784627e-4,0
Belarus,Combined,2013-03-01,0,0,0,0,0,1,0,1,0,0,6,1,0,0,27,1,0,0,0,1,2,0,5764,5804,0,0,0,0,0,1.7229496898690558e-4,0,1.7229496898690558e-4,0,0,0.0010337698139214334,1.7229496898690558e-4,0,0,0.004651964162646451,1.7229496898690558e-4,0,0,0,1.7229496898690558e-4,3.4458993797381116e-4,0
Belarus,Combined,2013-04-01,1,0,0,0,0,1,0,4,1,0,7,3,0,0,16,6,8,0,2,1,3,0,6063,6116,1.6350555918901244e-4,0,0,0,0,1.6350555918901244e-4,0,6.540222367560497e-4,1.6350555918901244e-4,0,0.001144538914323087,4.905166775670373e-4,0,0,0.002616088947024199,9.810333551340746e-4,0.0013080444735120995,0,3.270111183780249e-4,1.6350555918901244e-4,4.905166775670373e-4,0
Belarus,Combined,2013-05-01,0,0,0,0,0,0,0,1,0,0,6,1,0,0,20,5,0,0,1,0,4,0,5128,5166,0,0,0,0,0,0,0,1.9357336430507162e-4,0,0,0.0011614401858304297,1.9357336430507162e-4,0,0,0.0038714672861014324,9.678668215253581e-4,0,0,1.9357336430507162e-4,0,7.742934572202865e-4,0
Belarus,Combined,2013-06-01,1,0,0,0,1,0,1,3,0,0,7,1,1,0,33,4,4,0,0,0,3,0,5295,5354,1.8677624206200972e-4,0,0,0,1.8677624206200972e-4,0,1.8677624206200972e-4,5.603287261860292e-4,0,0,0.001307433694434068,1.8677624206200972e-4,1.8677624206200972e-4,0,0.006163615988046321,7.471049682480389e-4,7.471049682480389e-4,0,0,0,5.603287261860292e-4,0
Belarus,Combined,2013-07-01,1,1,0,0,2,1,1,4,0,0,10,1,0,0,14,0,3,0,1,1,6,0,6355,6401,1.562255897516013e-4,1.562255897516013e-4,0,0,3.124511795032026e-4,1.562255897516013e-4,1.562255897516013e-4,6.249023590064052e-4,0,0,0.0015622558975160131,1.562255897516013e-4,0,0,0.0021871582565224186,0,4.6867676925480396e-4,0,1.562255897516013e-4,1.562255897516013e-4,9.373535385096079e-4,0
Belarus,Combined,2013-08-01,0,1,1,0,0,2,0,2,0,0,6,1,0,0,14,5,0,0,0,0,10,0,6535,6577,0,1.520450053215752e-4,1.520450053215752e-4,0,0,3.040900106431504e-4,0,3.040900106431504e-4,0,0,9.122700319294511e-4,1.520450053215752e-4,0,0,0.002128630074502053,7.60225026607876e-4,0,0,0,0,0.001520450053215752,0
Belarus,Combined,2013-09-01,0,0,0,0,1,1,1,0,1,0,12,16,2,0,30,2,3,0,1,2,7,0,6867,6946,0,0,0,0,1.4396775122372588e-4,1.4396775122372588e-4,1.4396775122372588e-4,0,1.4396775122372588e-4,0,0.0017276130146847107,0.002303484019579614,2.8793550244745177e-4,0,0.004319032536711776,2.8793550244745177e-4,4.319032536711777e-4,0,1.4396775122372588e-4,2.8793550244745177e-4,0.0010077742585660812,0
Belarus,Combined,2013-10-01,3,0,0,0,0,3,0,1,1,0,9,4,1,0,17,1,0,0,2,0,4,0,6901,6947,4.3184108248164676e-4,0,0,0,0,4.3184108248164676e-4,0,1.4394702749388226e-4,1.4394702749388226e-4,0,0.0012955232474449402,5.75788109975529e-4,1.4394702749388226e-4,0,0.002447099467395998,1.4394702749388226e-4,0,0,2.878940549877645e-4,0,5.75788109975529e-4,0
Belarus,Combined,2013-11-01,1,0,0,0,2,4,0,1,0,1,5,0,0,0,23,1,1,0,1,0,3,0,6652,6695,1.4936519790888724e-4,0,0,0,2.987303958177745e-4,5.97460791635549e-4,0,1.4936519790888724e-4,0,1.4936519790888724e-4,7.468259895444362e-4,0,0,0,0.0034353995519044063,1.4936519790888724e-4,1.4936519790888724e-4,0,1.4936519790888724e-4,0,4.4809559372666166e-4,0
Belarus,Combined,2013-12-01,2,0,0,0,1,0,0,1,3,1,6,0,2,0,28,1,0,0,0,2,6,0,6279,6332,3.158559696778269e-4,0,0,0,1.5792798483891344e-4,0,0,1.5792798483891344e-4,4.7378395451674036e-4,1.5792798483891344e-4,9.475679090334807e-4,0,3.158559696778269e-4,0,0.004421983575489577,1.5792798483891344e-4,0,0,0,3.158559696778269e-4,9.475679090334807e-4,0
Belarus,Combined,2014-01-01,4,1,0,0,3,1,1,1,2,1,4,0,2,0,6,2,0,2,2,0,12,0,5900,5944,6.729475100942127e-4,1.6823687752355316e-4,0,0,5.047106325706595e-4,1.6823687752355316e-4,1.6823687752355316e-4,1.6823687752355316e-4,3.3647375504710633e-4,1.6823687752355316e-4,6.729475100942127e-4,0,3.3647375504710633e-4,0,0.001009421265141319,3.3647375504710633e-4,0,3.3647375504710633e-4,3.3647375504710633e-4,0,0.002018842530282638,0
Belarus,Combined,2014-02-01,0,0,0,0,1,3,1,0,0,0,9,3,2,0,18,5,0,0,0,1,7,0,5635,5685,0,0,0,0,1.7590149516270889e-4,5.277044854881266e-4,1.7590149516270889e-4,0,0,0,0.0015831134564643799,5.277044854881266e-4,3.5180299032541777e-4,0,0.0031662269129287598,8.795074758135445e-4,0,0,0,1.7590149516270889e-4,0.0012313104661389623,0
Belarus,Combined,2014-03-01,3,1,0,0,5,4,0,0,0,1,6,7,1,1,20,2,3,1,0,0,13,1,5741,5810,5.163511187607573e-4,1.7211703958691912e-4,0,0,8.605851979345956e-4,6.884681583476765e-4,0,0,0,1.7211703958691912e-4,0.0010327022375215145,0.0012048192771084338,1.7211703958691912e-4,1.7211703958691912e-4,0.0034423407917383822,3.4423407917383823e-4,5.163511187607573e-4,1.7211703958691912e-4,0,0,0.002237521514629948,1.7211703958691912e-4
Belarus,Combined,2014-04-01,2,1,0,0,1,1,7,4,0,1,10,2,1,0,19,5,0,2,0,1,10,0,6163,6230,3.2102728731942215e-4,1.6051364365971107e-4,0,0,1.6051364365971107e-4,1.6051364365971107e-4,0.0011235955056179776,6.420545746388443e-4,0,1.6051364365971107e-4,0.0016051364365971107,3.2102728731942215e-4,1.6051364365971107e-4,0,0.0030497592295345103,8.025682182985554e-4,0,3.2102728731942215e-4,0,1.6051364365971107e-4,0.0016051364365971107,0
Belarus,Combined,2014-05-01,2,1,0,0,0,2,4,2,1,0,6,1,8,0,16,1,0,4,2,2,6,0,6450,6508,3.0731407498463427e-4,1.5365703749231714e-4,0,0,0,3.0731407498463427e-4,6.146281499692685e-4,3.0731407498463427e-4,1.5365703749231714e-4,0,9.219422249539029e-4,1.5365703749231714e-4,0.001229256299938537,0,0.002458512599877074,1.5365703749231714e-4,0,6.146281499692685e-4,3.0731407498463427e-4,3.0731407498463427e-4,9.219422249539029e-4,0
Belarus,Combined,2014-06-01,2,1,0,0,3,1,1,3,2,0,15,1,1,0,40,3,4,0,1,0,5,1,5934,6018,3.3233632436025255e-4,1.6616816218012627e-4,0,0,4.985044865403788e-4,1.6616816218012627e-4,1.6616816218012627e-4,4.985044865403788e-4,3.3233632436025255e-4,0,0.0024925224327018943,1.6616816218012627e-4,1.6616816218012627e-4,0,0.006646726487205052,4.985044865403788e-4,6.646726487205051e-4,0,1.6616816218012627e-4,0,8.308408109006315e-4,1.6616816218012627e-4
Belarus,Combined,2014-07-01,5,0,0,0,0,1,0,1,0,0,9,0,1,0,19,4,0,0,0,0,11,0,5229,5280,9.46969696969697e-4,0,0,0,0,1.893939393939394e-4,0,1.893939393939394e-4,0,0,0.0017045454545454545,0,1.893939393939394e-4,0,0.0035984848484848487,7.575757575757576e-4,0,0,0,0,0.0020833333333333333,0
Belarus,Combined,2014-08-01,1,0,1,0,0,0,2,11,2,0,3,6,2,0,15,0,6,0,1,0,34,0,5134,5218,1.9164430816404754e-4,0,1.9164430816404754e-4,0,0,0,3.832886163280951e-4,0.0021080873898045227,3.832886163280951e-4,0,5.749329244921426e-4,0.0011498658489842851,3.832886163280951e-4,0,0.002874664622460713,0,0.0011498658489842851,0,1.9164430816404754e-4,0,0.006515906477577616,0
Belarus,Combined,2014-09-01,0,1,0,0,1,2,2,0,3,0,15,0,1,0,13,4,2,0,1,0,21,2,5172,5240,0,1.9083969465648855e-4,0,0,1.9083969465648855e-4,3.816793893129771e-4,3.816793893129771e-4,0,5.725190839694657e-4,0,0.0028625954198473282,0,1.9083969465648855e-4,0,0.002480916030534351,7.633587786259542e-4,3.816793893129771e-4,0,1.9083969465648855e-4,0,0.00400763358778626,3.816793893129771e-4
Belarus,Combined,2014-10-01,7,0,0,0,0,2,0,1,2,0,6,0,2,1,20,2,2,0,1,2,15,0,5399,5462,0.001281581838154522,0,0,0,0,3.661662394727206e-4,0,1.830831197363603e-4,3.661662394727206e-4,0,0.0010984987184181618,0,3.661662394727206e-4,1.830831197363603e-4,0.003661662394727206,3.661662394727206e-4,3.661662394727206e-4,0,1.830831197363603e-4,3.661662394727206e-4,0.0027462467960454044,0
Belarus,Combined,2014-11-01,3,0,0,0,0,1,0,1,0,0,9,0,0,1,20,3,0,1,1,0,17,1,4815,4873,6.15637184485943e-4,0,0,0,0,2.0521239482864764e-4,0,2.0521239482864764e-4,0,0,0.001846911553457829,0,0,2.0521239482864764e-4,0.004104247896572953,6.15637184485943e-4,0,2.0521239482864764e-4,2.0521239482864764e-4,0,0.00348861071208701,2.0521239482864764e-4
Belarus,Combined,2014-12-01,1,1,0,0,0,1,1,0,0,0,5,0,2,1,15,6,1,0,0,1,33,0,5605,5673,1.7627357659086903e-4,1.7627357659086903e-4,0,0,0,1.7627357659086903e-4,1.7627357659086903e-4,0,0,0,8.813678829543451e-4,0,3.5254715318173806e-4,1.7627357659086903e-4,0.0026441036488630354,0.0010576414595452142,1.7627357659086903e-4,0,0,1.7627357659086903e-4,0.005817028027498678,0
Belarus,Combined,2015-01-01,1,0,0,0,0,1,2,1,0,0,1,0,0,0,21,1,3,0,1,1,11,0,5239,5283,1.892863903085368e-4,0,0,0,0,1.892863903085368e-4,3.785727806170736e-4,1.892863903085368e-4,0,0,1.892863903085368e-4,0,0,0,0.003975014196479273,1.892863903085368e-4,5.678591709256105e-4,0,1.892863903085368e-4,1.892863903085368e-4,0.002082150293393905,0
Belarus,Combined,2015-02-01,3,0,0,0,0,0,2,3,0,0,5,0,2,0,20,2,2,0,1,0,11,1,5542,5594,5.362888809438684e-4,0,0,0,0,0,3.575259206292456e-4,5.362888809438684e-4,0,0,8.93814801573114e-4,0,3.575259206292456e-4,0,0.003575259206292456,3.575259206292456e-4,3.575259206292456e-4,0,1.787629603146228e-4,0,0.001966392563460851,1.787629603146228e-4
Belarus,Combined,2015-03-01,1,1,0,0,1,1,0,4,4,0,4,1,1,0,24,1,1,0,2,1,7,1,4991,5046,1.9817677368212446e-4,1.9817677368212446e-4,0,0,1.9817677368212446e-4,1.9817677368212446e-4,0,7.927070947284979e-4,7.927070947284979e-4,0,7.927070947284979e-4,1.9817677368212446e-4,1.9817677368212446e-4,0,0.0047562425683709865,1.9817677368212446e-4,1.9817677368212446e-4,0,3.9635354736424893e-4,1.9817677368212446e-4,0.0013872374157748713,1.9817677368212446e-4
Belarus,Combined,2015-04-01,4,0,0,0,1,1,3,2,3,0,10,1,2,0,31,2,0,0,0,1,1,1,5438,5501,7.271405199054717e-4,0,0,0,1.8178512997636792e-4,1.8178512997636792e-4,5.453553899291038e-4,3.6357025995273584e-4,5.453553899291038e-4,0,0.0018178512997636793,1.8178512997636792e-4,3.6357025995273584e-4,0,0.005635339029267406,3.6357025995273584e-4,0,0,0,1.8178512997636792e-4,1.8178512997636792e-4,1.8178512997636792e-4
Belarus,Combined,2015-05-01,4,0,0,0,0,1,2,7,3,0,12,4,1,0,35,3,1,1,4,1,2,0,5018,5099,7.844675426554226e-4,0,0,0,0,1.9611688566385565e-4,3.922337713277113e-4,0.0013728181996469895,5.88350656991567e-4,0,0.002353402627966268,7.844675426554226e-4,1.9611688566385565e-4,0,0.006864090998234948,5.88350656991567e-4,1.9611688566385565e-4,1.9611688566385565e-4,7.844675426554226e-4,1.9611688566385565e-4,3.922337713277113e-4,0
Belarus,Combined,2015-06-01,2,0,0,0,0,4,4,1,1,0,3,5,1,0,21,2,2,1,1,0,11,0,5385,5444,3.673769287288758e-4,0,0,0,0,7.347538574577516e-4,7.347538574577516e-4,1.836884643644379e-4,1.836884643644379e-4,0,5.510653930933138e-4,9.184423218221896e-4,1.836884643644379e-4,0,0.003857457751653196,3.673769287288758e-4,3.673769287288758e-4,1.836884643644379e-4,1.836884643644379e-4,0,0.002020573108008817,0
Belarus,Combined,2015-07-01,0,0,0,0,1,1,0,0,11,0,8,2,0,3,37,1,3,0,0,0,5,0,5453,5525,0,0,0,0,1.8099547511312217e-4,1.8099547511312217e-4,0,0,0.001990950226244344,0,0.0014479638009049773,3.6199095022624434e-4,0,5.429864253393666e-4,0.0066968325791855205,1.8099547511312217e-4,5.429864253393666e-4,0,0,0,9.049773755656109e-4,0
Belarus,Combined,2015-08-01,1,0,0,0,1,1,3,0,1,1,2,1,0,1,13,1,3,1,2,0,8,0,5051,5091,1.9642506383814575e-4,0,0,0,1.9642506383814575e-4,1.9642506383814575e-4,5.892751915144372e-4,0,1.9642506383814575e-4,1.9642506383814575e-4,3.928501276762915e-4,1.9642506383814575e-4,0,1.9642506383814575e-4,0.0025535258298958947,1.9642506383814575e-4,5.892751915144372e-4,1.9642506383814575e-4,3.928501276762915e-4,0,0.001571400510705166,0
Belarus,Combined,2015-09-01,1,0,0,0,0,0,1,4,0,1,8,4,1,0,19,2,11,0,0,1,4,1,5540,5598,1.786352268667381e-4,0,0,0,0,0,1.786352268667381e-4,7.145409074669524e-4,0,1.786352268667381e-4,0.0014290818149339049,7.145409074669524e-4,1.786352268667381e-4,0,0.003394069310468024,3.572704537334762e-4,0.0019649874955341195,0,0,1.786352268667381e-4,7.145409074669524e-4,1.786352268667381e-4
Belarus,Combined,2015-10-01,3,0,1,0,0,1,2,1,1,0,7,1,0,3,24,6,23,0,1,0,5,0,6097,6176,4.8575129533678756e-4,0,1.6191709844559586e-4,0,0,1.6191709844559586e-4,3.238341968911917e-4,1.6191709844559586e-4,1.6191709844559586e-4,0,0.0011334196891191709,1.6191709844559586e-4,0,4.8575129533678756e-4,0.0038860103626943004,9.715025906735751e-4,0.0037240932642487044,0,1.6191709844559586e-4,0,8.095854922279792e-4,0
Belarus,Combined,2015-11-01,2,0,0,0,0,0,0,4,0,0,5,0,0,0,30,2,2,0,0,0,1,0,5317,5363,3.7292560134253216e-4,0,0,0,0,0,0,7.458512026850643e-4,0,0,9.323140033563305e-4,0,0,0,0.005593884020137983,3.7292560134253216e-4,3.7292560134253216e-4,0,0,0,1.8646280067126608e-4,0
Belarus,Combined,2015-12-01,2,0,1,0,1,1,0,2,0,1,4,0,0,0,37,4,3,0,1,0,17,0,5337,5411,3.6961744594344855e-4,0,1.8480872297172427e-4,0,1.8480872297172427e-4,1.8480872297172427e-4,0,3.6961744594344855e-4,0,1.8480872297172427e-4,7.392348918868971e-4,0,0,0,0.006837922749953798,7.392348918868971e-4,5.544261689151728e-4,0,1.8480872297172427e-4,0,0.0031417482905193124,0
Belarus,Combined,2016-01-01,0,1,0,0,0,0,1,1,0,0,3,1,0,0,17,0,0,1,2,1,4,0,5012,5044,0,1.9825535289452815e-4,0,0,0,0,1.9825535289452815e-4,1.9825535289452815e-4,0,0,5.947660586835844e-4,1.9825535289452815e-4,0,0,0.0033703409992069788,0,0,1.9825535289452815e-4,3.965107057890563e-4,1.9825535289452815e-4,7.930214115781126e-4,0
Belarus,Combined,2016-02-01,2,0,0,0,0,3,2,1,3,0,4,0,0,0,24,3,0,0,0,0,5,0,5526,5573,3.5887313834559486e-4,0,0,0,0,5.383097075183922e-4,3.5887313834559486e-4,1.7943656917279743e-4,5.383097075183922e-4,0,7.177462766911897e-4,0,0,0,0.004306477660147138,5.383097075183922e-4,0,0,0,0,8.971828458639871e-4,0
Belarus,Combined,2016-03-01,1,0,0,0,1,2,0,2,0,0,10,2,1,0,18,2,3,0,0,1,7,1,5930,5981,1.6719612104999163e-4,0,0,0,1.6719612104999163e-4,3.3439224209998327e-4,0,3.3439224209998327e-4,0,0,0.0016719612104999163,3.3439224209998327e-4,1.6719612104999163e-4,0,0.0030095301788998496,3.3439224209998327e-4,5.015883631499749e-4,0,0,1.6719612104999163e-4,0.0011703728473499416,1.6719612104999163e-4
Belarus,Combined,2016-04-01,4,0,0,0,1,1,1,0,0,0,1,0,2,0,20,2,2,0,0,3,3,0,5887,5927,6.748776784207862e-4,0,0,0,1.6871941960519654e-4,1.6871941960519654e-4,1.6871941960519654e-4,0,0,0,1.6871941960519654e-4,0,3.374388392103931e-4,0,0.0033743883921039312,3.374388392103931e-4,3.374388392103931e-4,0,0,5.061582588155897e-4,5.061582588155897e-4,0
Belarus,Combined,2016-05-01,3,0,0,0,0,0,0,4,0,2,6,2,1,0,32,3,0,3,2,2,4,0,5432,5496,5.458515283842794e-4,0,0,0,0,0,0,7.27802037845706e-4,0,3.63901018922853e-4,0.001091703056768559,3.63901018922853e-4,1.819505094614265e-4,0,0.005822416302765648,5.458515283842794e-4,0,5.458515283842794e-4,3.63901018922853e-4,3.63901018922853e-4,7.27802037845706e-4,0
Belarus,Combined,2016-06-01,0,0,0,0,0,2,0,3,0,1,2,2,0,2,55,4,5,3,2,1,14,1,5869,5966,0,0,0,0,0,3.3523298692591353e-4,0,5.028494803888703e-4,0,1.6761649346295676e-4,3.3523298692591353e-4,3.3523298692591353e-4,0,3.3523298692591353e-4,0.00921890714046262,6.704659738518271e-4,8.380824673147837e-4,5.028494803888703e-4,3.3523298692591353e-4,1.6761649346295676e-4,0.0023466309084813944,1.6761649346295676e-4
Belarus,Combined,2016-07-01,1,1,0,0,4,4,0,2,0,0,6,0,0,0,32,1,1,1,1,0,1,1,5369,5425,1.8433179723502304e-4,1.8433179723502304e-4,0,0,7.373271889400922e-4,7.373271889400922e-4,0,3.686635944700461e-4,0,0,0.0011059907834101382,0,0,0,0.005898617511520737,1.8433179723502304e-4,1.8433179723502304e-4,1.8433179723502304e-4,1.8433179723502304e-4,0,1.8433179723502304e-4,1.8433179723502304e-4
Belarus,Combined,2016-08-01,3,0,0,0,2,2,0,2,0,0,11,3,0,0,19,1,3,0,0,0,2,0,5922,5970,5.025125628140704e-4,0,0,0,3.3500837520938025e-4,3.3500837520938025e-4,0,3.3500837520938025e-4,0,0,0.0018425460636515912,5.025125628140704e-4,0,0,0.003182579564489112,1.6750418760469013e-4,5.025125628140704e-4,0,0,0,3.3500837520938025e-4,0
Belarus,Combined,2016-09-01,2,2,0,0,2,4,3,4,0,0,13,0,1,0,38,3,0,1,0,1,5,0,5852,5931,3.372112628561794e-4,3.372112628561794e-4,0,0,3.372112628561794e-4,6.744225257123588e-4,5.058168942842691e-4,6.744225257123588e-4,0,0,0.002191873208565166,0,1.686056314280897e-4,0,0.0064070139942674085,5.058168942842691e-4,0,1.686056314280897e-4,0,1.686056314280897e-4,8.430281571404484e-4,0
Belarus,Combined,2016-10-01,2,0,0,0,2,0,0,2,1,0,10,3,1,0,31,2,0,0,3,0,11,1,5516,5585,3.5810205908683976e-4,0,0,0,3.5810205908683976e-4,0,0,3.5810205908683976e-4,1.7905102954341988e-4,0,0.0017905102954341987,5.371530886302597e-4,1.7905102954341988e-4,0,0.005550581915846016,3.5810205908683976e-4,0,0,5.371530886302597e-4,0,0.0019695613249776185,1.7905102954341988e-4
Belarus,Combined,2016-11-01,6,0,0,0,0,1,2,4,0,0,4,5,5,0,38,4,0,0,2,0,4,0,5271,5346,0.001122334455667789,0,0,0,0,1.8705574261129816e-4,3.741114852225963e-4,7.482229704451926e-4,0,0,7.482229704451926e-4,9.352787130564908e-4,9.352787130564908e-4,0,0.00710811821922933,7.482229704451926e-4,0,0,3.741114852225963e-4,0,7.482229704451926e-4,0
Belarus,Combined,2016-12-01,2,0,0,0,2,4,3,2,0,1,8,0,3,0,29,7,1,2,1,0,7,0,5794,5866,3.4094783498124785e-4,0,0,0,3.4094783498124785e-4,6.818956699624957e-4,5.114217524718718e-4,3.4094783498124785e-4,0,1.7047391749062393e-4,0.0013637913399249914,0,5.114217524718718e-4,0,0.004943743607228094,0.0011933174224343676,1.7047391749062393e-4,3.4094783498124785e-4,1.7047391749062393e-4,0,0.0011933174224343676,0
Belarus,Combined,2017-01-01,1,0,0,0,2,5,2,0,0,0,11,0,2,0,27,2,0,1,1,0,3,1,5775,5833,1.7143836790673754e-4,0,0,0,3.428767358134751e-4,8.571918395336877e-4,3.428767358134751e-4,0,0,0,0.0018858220469741129,0,3.428767358134751e-4,0,0.004628835933481913,3.428767358134751e-4,0,1.7143836790673754e-4,1.7143836790673754e-4,0,5.143151037202125e-4,1.7143836790673754e-4
Belarus,Combined,2017-02-01,1,0,0,0,3,6,2,1,0,0,19,1,0,0,26,5,3,0,0,1,7,0,5827,5902,1.6943409013893597e-4,0,0,0,5.083022704168078e-4,0.0010166045408336157,3.3886818027787193e-4,1.6943409013893597e-4,0,0,0.0032192477126397833,1.6943409013893597e-4,0,0,0.004405286343612335,8.471704506946798e-4,5.083022704168078e-4,0,0,1.6943409013893597e-4,0.0011860386309725517,0
Belarus,Combined,2017-03-01,1,0,0,0,1,1,6,1,1,0,10,4,0,0,21,5,1,0,2,0,8,0,6859,6921,1.4448779078167894e-4,0,0,0,1.4448779078167894e-4,1.4448779078167894e-4,8.669267446900737e-4,1.4448779078167894e-4,1.4448779078167894e-4,0,0.0014448779078167894,5.779511631267157e-4,0,0,0.003034243606415258,7.224389539083947e-4,1.4448779078167894e-4,0,2.8897558156335787e-4,0,0.0011559023262534315,0
Belarus,Combined,2017-04-01,7,0,0,0,0,1,5,3,5,0,15,4,1,0,20,4,2,1,1,2,10,0,5565,5646,0.0012398157987956076,0,0,0,0,1.7711654268508679e-4,8.85582713425434e-4,5.313496280552603e-4,8.85582713425434e-4,0,0.002656748140276302,7.084661707403471e-4,1.7711654268508679e-4,0,0.003542330853701736,7.084661707403471e-4,3.5423308537017357e-4,1.7711654268508679e-4,1.7711654268508679e-4,3.5423308537017357e-4,0.001771165426850868,0
Belarus,Combined,2017-05-01,1,2,1,0,1,3,1,3,2,0,12,4,0,0,34,1,0,0,1,0,4,0,5347,5417,1.8460402436773122e-4,3.6920804873546244e-4,1.8460402436773122e-4,0,1.8460402436773122e-4,5.538120731031936e-4,1.8460402436773122e-4,5.538120731031936e-4,3.6920804873546244e-4,0,0.0022152482924127745,7.384160974709249e-4,0,0,0.006276536828502861,1.8460402436773122e-4,0,0,1.8460402436773122e-4,0,7.384160974709249e-4,0
