country,influencer,date,arms_transfer_security_aid_assistance,bribery_economic_corruption,diaspora_activation,diplomatic_mediation,diplomatic_recognition,diplomatic_sanction,diplomatic_statement,diplomatic_visit,economic_aid_assistance,intelligence_counterintelligence,investment,joint_security_force_exercise,media_campaign_intervention,political_process_policy_intervention,professional_cultural_exchange,security_cooperation,security_force_facility_presence,surveillance,tech_transfer_investment,trade_agreement_exchange,trade_financial_sanction,transnational_organization_crime,rai_999,total_articles,arms_transfer_security_aid_assistanceNorm,bribery_economic_corruptionNorm,diaspora_activationNorm,diplomatic_mediationNorm,diplomatic_recognitionNorm,diplomatic_sanctionNorm,diplomatic_statementNorm,diplomatic_visitNorm,economic_aid_assistanceNorm,intelligence_counterintelligenceNorm,investmentNorm,joint_security_force_exerciseNorm,media_campaign_interventionNorm,political_process_policy_interventionNorm,professional_cultural_exchangeNorm,security_cooperationNorm,security_force_facility_presenceNorm,surveillanceNorm,tech_transfer_investmentNorm,trade_agreement_exchangeNorm,trade_financial_sanctionNorm,transnational_organization_crimeNorm
Belarus,China,2018-09-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,15,0,0,0,0,0,0,0,5709,5725,0,0,0,0,0,0,0,1.7467248908296942e-4,0,0,0,0,0,0,0.0026200873362445414,0,0,0,0,0,0,0
Belarus,China,2018-10-01,0,0,0,0,0,0,0,2,1,0,3,0,0,0,7,1,0,1,0,0,0,0,6810,6825,0,0,0,0,0,0,0,2.9304029304029304e-4,1.4652014652014652e-4,0,4.3956043956043956e-4,0,0,0,0.0010256410256410256,1.4652014652014652e-4,0,1.4652014652014652e-4,0,0,0,0
Belarus,China,2018-11-01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,19,0,0,0,1,0,0,0,6409,6430,0,0,0,0,0,0,0,0,0,0,1.5552099533437013e-4,0,0,0,0.0029548989113530326,0,0,0,1.5552099533437013e-4,0,0,0
Belarus,China,2018-12-01,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,0,0,1,3,0,0,1,6192,6209,0,0,0,0,0,0,0,0,0,0,6.442261233693026e-4,0,0,0,0.0012884522467386053,0,0,1.6105653084232566e-4,4.8316959252697695e-4,0,0,1.6105653084232566e-4
Belarus,China,2019-01-01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,18,1,0,0,1,0,0,0,6121,6142,0,0,0,0,0,0,0,0,0,0,1.6281341582546403e-4,0,0,0,0.002930641484858352,1.6281341582546403e-4,0,0,1.6281341582546403e-4,0,0,0
Belarus,China,2019-02-01,0,0,0,0,0,2,0,0,0,0,4,0,0,0,6,0,0,1,3,0,0,0,6280,6296,0,0,0,0,0,3.176620076238882e-4,0,0,0,0,6.353240152477764e-4,0,0,0,9.529860228716646e-4,0,0,1.588310038119441e-4,4.764930114358323e-4,0,0,0
Belarus,China,2019-03-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,13,0,0,0,2,1,3,0,6803,6823,0,0,0,0,0,0,0,1.465630954125751e-4,0,0,0,0,0,0,0.0019053202403634766,0,0,0,2.931261908251502e-4,1.465630954125751e-4,4.3968928623772536e-4,0
Belarus,China,2019-04-01,0,0,0,0,1,0,0,5,0,0,5,0,1,0,17,0,0,0,2,0,0,0,7220,7251,0,0,0,0,1.3791201213625708e-4,0,0,6.895600606812854e-4,0,0,6.895600606812854e-4,0,1.3791201213625708e-4,0,0.00234450420631637,0,0,0,2.7582402427251415e-4,0,0,0
Belarus,China,2019-05-01,0,0,0,0,0,1,0,0,0,0,1,0,0,0,18,0,0,0,3,0,1,0,6651,6675,0,0,0,0,0,1.49812734082397e-4,0,0,0,0,1.49812734082397e-4,0,0,0,0.002696629213483146,0,0,0,4.4943820224719103e-4,0,1.49812734082397e-4,0
Belarus,China,2019-06-01,0,0,0,0,0,0,0,9,0,0,2,0,0,0,16,0,0,1,6,0,0,0,6965,6999,0,0,0,0,0,0,0,0.0012858979854264896,0,0,2.8575510787255323e-4,0,0,0,0.002286040862980426,0,0,1.4287755393627662e-4,8.572653236176596e-4,0,0,0
Belarus,China,2019-07-01,0,0,0,0,2,0,0,0,0,0,3,0,0,0,15,0,1,0,2,0,0,0,6997,7020,0,0,0,0,2.849002849002849e-4,0,0,0,0,0,4.2735042735042735e-4,0,0,0,0.002136752136752137,0,1.4245014245014244e-4,0,2.849002849002849e-4,0,0,0
Belarus,China,2019-08-01,0,0,0,0,0,0,0,0,2,0,5,0,0,0,22,0,0,0,5,2,1,0,6991,7028,0,0,0,0,0,0,0,0,2.845759817871372e-4,0,7.114399544678429e-4,0,0,0,0.003130335799658509,0,0,0,7.114399544678429e-4,2.845759817871372e-4,1.422879908935686e-4,0
Belarus,China,2019-09-01,0,0,0,0,0,0,0,1,0,0,6,0,0,0,20,1,0,0,2,0,0,0,6870,6900,0,0,0,0,0,0,0,1.4492753623188405e-4,0,0,8.695652173913044e-4,0,0,0,0.002898550724637681,1.4492753623188405e-4,0,0,2.898550724637681e-4,0,0,0
Belarus,China,2019-10-01,0,0,0,0,0,0,0,0,1,0,6,2,0,0,16,0,0,0,0,0,0,0,7641,7666,0,0,0,0,0,0,0,0,1.3044612575006522e-4,0,7.826767545003914e-4,2.6089225150013044e-4,0,0,0.0020871380120010435,0,0,0,0,0,0,0
Belarus,China,2019-11-01,0,0,0,0,0,0,0,3,0,0,3,0,0,5,10,0,0,0,4,1,0,0,6682,6708,0,0,0,0,0,0,0,4.472271914132379e-4,0,0,4.472271914132379e-4,0,0,7.453786523553966e-4,0.0014907573047107932,0,0,0,5.963029218843172e-4,1.490757304710793e-4,0,0
Belarus,China,2019-12-01,0,0,0,0,0,0,0,0,2,0,2,0,0,0,11,0,0,1,5,0,0,0,6811,6832,0,0,0,0,0,0,0,0,2.927400468384075e-4,0,2.927400468384075e-4,0,0,0,0.0016100702576112413,0,0,1.4637002341920375e-4,7.318501170960188e-4,0,0,0
Belarus,China,2020-01-01,0,0,0,0,3,4,0,0,4,0,1,0,0,0,7,0,0,0,3,1,0,0,6305,6328,0,0,0,0,4.740834386852086e-4,6.321112515802782e-4,0,0,6.321112515802782e-4,0,1.5802781289506955e-4,0,0,0,0.0011061946902654867,0,0,0,4.740834386852086e-4,1.5802781289506955e-4,0,0
Belarus,China,2020-02-01,0,0,1,0,0,7,0,0,4,0,1,0,0,0,17,1,0,1,1,0,1,0,6221,6255,0,0,1.598721023181455e-4,0,0,0.0011191047162270183,0,0,6.39488409272582e-4,0,1.598721023181455e-4,0,0,0,0.0027178257394084734,1.598721023181455e-4,0,1.598721023181455e-4,1.598721023181455e-4,0,1.598721023181455e-4,0
Belarus,China,2020-03-01,0,0,0,0,0,2,0,0,1,0,1,0,0,0,5,0,0,0,2,0,0,0,6936,6947,0,0,0,0,0,2.878940549877645e-4,0,0,1.4394702749388226e-4,0,1.4394702749388226e-4,0,0,0,7.197351374694113e-4,0,0,0,2.878940549877645e-4,0,0,0
Belarus,China,2020-04-01,0,0,0,0,0,0,0,0,10,0,0,0,0,0,4,1,0,0,0,0,0,0,7630,7645,0,0,0,0,0,0,0,0,0.0013080444735120995,0,0,0,0,0,5.232177894048398e-4,1.3080444735120994e-4,0,0,0,0,0,0
Belarus,China,2020-05-01,0,0,0,0,0,0,0,0,3,0,1,0,0,0,7,0,0,1,1,0,0,1,7223,7237,0,0,0,0,0,0,0,0,4.1453641011468843e-4,0,1.381788033715628e-4,0,0,0,9.672516236009396e-4,0,0,1.381788033715628e-4,1.381788033715628e-4,0,0,1.381788033715628e-4
Belarus,China,2020-06-01,0,0,0,0,0,0,0,0,6,0,3,1,0,0,8,0,0,1,1,0,0,1,7375,7396,0,0,0,0,0,0,0,0,8.112493239588967e-4,0,4.0562466197944835e-4,1.3520822065981613e-4,0,0,0.001081665765278529,0,0,1.3520822065981613e-4,1.3520822065981613e-4,0,0,1.3520822065981613e-4
Belarus,China,2020-07-01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,11,0,0,0,4,0,0,0,7797,7814,0,0,0,0,0,0,0,0,0,0,0,0,1.279754287176862e-4,1.279754287176862e-4,0.0014077297158945482,0,0,0,5.119017148707448e-4,0,0,0
Belarus,China,2020-08-01,0,1,0,0,0,0,1,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,9031,9045,0,1.105583195135434e-4,0,0,0,0,1.105583195135434e-4,0,0,0,0,0,0,3.316749585406302e-4,9.950248756218905e-4,0,0,0,0,0,0,0
Belarus,China,2020-09-01,0,0,0,0,1,0,0,0,0,0,4,0,0,0,11,0,0,0,3,1,0,0,8724,8744,0,0,0,0,1.1436413540713633e-4,0,0,0,0,0,4.574565416285453e-4,0,0,0,0.0012580054894784996,0,0,0,3.4309240622140897e-4,1.1436413540713633e-4,0,0
Belarus,China,2020-10-01,0,0,0,0,0,0,1,1,0,0,0,0,0,0,14,0,0,1,4,0,0,0,7893,7914,0,0,0,0,0,0,1.2635835228708617e-4,1.2635835228708617e-4,0,0,0,0,0,0,0.0017690169320192064,0,0,1.2635835228708617e-4,5.054334091483447e-4,0,0,0
Belarus,China,2020-11-01,0,0,0,0,1,0,1,0,0,0,5,0,0,1,10,1,0,0,3,0,0,0,7859,7881,0,0,0,0,1.268874508311128e-4,0,1.268874508311128e-4,0,0,0,6.344372541555641e-4,0,0,1.268874508311128e-4,0.0012688745083111281,1.268874508311128e-4,0,0,3.8066235249333843e-4,0,0,0
Belarus,China,2020-12-01,0,0,0,0,0,1,1,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,8195,8205,0,0,0,0,0,1.218769043266301e-4,1.218769043266301e-4,0,0,0,1.218769043266301e-4,0,0,0,8.531383302864108e-4,0,0,0,0,0,0,0
Belarus,China,2021-01-01,0,0,0,0,1,2,0,1,0,0,4,0,0,0,8,1,0,0,1,0,0,0,7123,7141,0,0,0,0,1.400364094664613e-4,2.800728189329226e-4,0,1.400364094664613e-4,0,0,5.601456378658452e-4,0,0,0,0.0011202912757316903,1.400364094664613e-4,0,0,1.400364094664613e-4,0,0,0
Belarus,China,2021-02-01,0,0,0,0,0,0,0,0,0,0,2,0,0,0,7,0,0,0,2,0,0,1,7341,7353,0,0,0,0,0,0,0,0,0,0,2.7199782401740786e-4,0,0,0,9.519923840609275e-4,0,0,0,2.7199782401740786e-4,0,0,1.3599891200870393e-4
Belarus,China,2021-03-01,0,0,0,0,0,0,0,0,0,0,3,0,0,0,12,0,0,0,1,0,0,0,7909,7925,0,0,0,0,0,0,0,0,0,0,3.785488958990536e-4,0,0,0,0.0015141955835962144,0,0,0,1.2618296529968455e-4,0,0,0
Belarus,China,2021-04-01,0,0,0,0,0,0,0,0,0,0,7,1,0,0,3,0,0,0,1,0,2,0,7629,7643,0,0,0,0,0,0,0,0,0,0,9.158707313881983e-4,1.3083867591259977e-4,0,0,3.925160277377993e-4,0,0,0,1.3083867591259977e-4,0,2.6167735182519954e-4,0
Belarus,China,2021-05-01,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,2,0,1,0,7845,7856,0,0,0,0,0,0,0,0,0,0,3.8187372708757637e-4,0,0,0,6.364562118126273e-4,0,0,0,2.545824847250509e-4,0,1.2729124236252545e-4,0
Belarus,China,2021-06-01,0,0,0,0,0,0,3,1,0,0,2,0,0,0,16,1,0,1,0,0,7,0,7617,7648,0,0,0,0,0,0,3.922594142259414e-4,1.307531380753138e-4,0,0,2.615062761506276e-4,0,0,0,0.0020920502092050207,1.307531380753138e-4,0,1.307531380753138e-4,0,0,9.152719665271967e-4,0
Belarus,China,2021-07-01,0,0,0,0,1,0,0,0,1,0,1,0,0,0,6,0,0,0,2,0,1,0,6429,6441,0,0,0,0,1.552553951249806e-4,0,0,0,1.552553951249806e-4,0,1.552553951249806e-4,0,0,0,9.315323707498836e-4,0,0,0,3.105107902499612e-4,0,1.552553951249806e-4,0
Belarus,China,2021-08-01,0,0,0,0,0,0,1,0,0,0,1,0,0,0,5,0,0,0,0,0,1,0,7427,7435,0,0,0,0,0,0,1.3449899125756557e-4,0,0,0,1.3449899125756557e-4,0,0,0,6.724949562878278e-4,0,0,0,0,0,1.3449899125756557e-4,0
Belarus,China,2021-09-01,0,0,0,0,0,0,1,0,3,0,6,0,0,0,7,0,0,0,2,0,0,0,7230,7249,0,0,0,0,0,0,1.3795006207752792e-4,0,4.1385018623258383e-4,0,8.277003724651677e-4,0,0,0,9.656504345426955e-4,0,0,0,2.7590012415505585e-4,0,0,0
Belarus,China,2021-10-01,0,0,0,0,1,0,0,0,0,0,2,0,0,0,6,0,0,0,1,0,0,0,7175,7185,0,0,0,0,1.3917884481558804e-4,0,0,0,0,0,2.783576896311761e-4,0,0,0,8.350730688935282e-4,0,0,0,1.3917884481558804e-4,0,0,0
Belarus,China,2021-11-01,0,0,0,0,2,0,0,0,1,0,2,0,0,0,5,1,0,0,0,0,2,0,7291,7304,0,0,0,0,2.738225629791895e-4,0,0,0,1.3691128148959474e-4,0,2.738225629791895e-4,0,0,0,6.845564074479737e-4,1.3691128148959474e-4,0,0,0,0,2.738225629791895e-4,0
Belarus,China,2021-12-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,0,0,1,0,2,0,6513,6521,0,0,0,0,0,0,0,0,0,0,0,0,1.5335071308081582e-4,0,4.6005213924244745e-4,1.5335071308081582e-4,0,0,1.5335071308081582e-4,0,3.0670142616163164e-4,0
Belarus,China,2022-01-01,0,0,0,0,0,0,4,1,2,0,3,0,1,0,4,0,0,0,0,1,0,0,5863,5879,0,0,0,0,0,0,6.80387821058003e-4,1.7009695526450075e-4,3.401939105290015e-4,0,5.102908657935023e-4,0,1.7009695526450075e-4,0,6.80387821058003e-4,0,0,0,0,1.7009695526450075e-4,0,0
Belarus,China,2022-02-01,0,0,3,0,1,1,0,0,0,0,1,1,0,3,2,0,2,2,1,0,0,0,6754,6771,0,0,4.4306601683650863e-4,0,1.476886722788362e-4,1.476886722788362e-4,0,0,0,0,1.476886722788362e-4,1.476886722788362e-4,0,4.4306601683650863e-4,2.953773445576724e-4,0,2.953773445576724e-4,2.953773445576724e-4,1.476886722788362e-4,0,0,0
Belarus,China,2022-03-01,0,1,4,0,0,0,2,1,1,0,13,1,0,2,6,2,1,2,0,0,3,0,5814,5853,0,1.7085255424568598e-4,6.834102169827439e-4,0,0,0,3.4170510849137196e-4,1.7085255424568598e-4,1.7085255424568598e-4,0,0.002221083205193918,1.7085255424568598e-4,0,3.4170510849137196e-4,0.0010251153254741158,3.4170510849137196e-4,1.7085255424568598e-4,3.4170510849137196e-4,0,0,5.125576627370579e-4,0
Belarus,China,2022-04-01,0,0,0,0,2,1,0,4,3,0,9,1,2,0,17,1,0,1,1,1,4,0,5467,5514,0,0,0,0,3.627130939426913e-4,1.8135654697134566e-4,0,7.254261878853826e-4,5.44069640914037e-4,0,0.001632208922742111,1.8135654697134566e-4,3.627130939426913e-4,0,0.0030830612985128765,1.8135654697134566e-4,0,1.8135654697134566e-4,1.8135654697134566e-4,1.8135654697134566e-4,7.254261878853826e-4,0
Belarus,China,2022-05-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3,0,0,5340,5346,1.8705574261129816e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8705574261129816e-4,0,1.8705574261129816e-4,0,0,5.611672278338945e-4,0,0
Belarus,China,2022-06-01,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,5190,5195,1.9249278152069297e-4,0,0,0,0,0,0,0,0,0,1.9249278152069297e-4,0,0,0,1.9249278152069297e-4,1.9249278152069297e-4,0,0,1.9249278152069297e-4,0,0,0
Belarus,China,2022-07-01,0,0,0,0,0,1,1,0,0,0,2,0,0,0,2,1,0,0,0,1,3,1,4890,4902,0,0,0,0,0,2.039983680130559e-4,2.039983680130559e-4,0,0,0,4.079967360261118e-4,0,0,0,4.079967360261118e-4,2.039983680130559e-4,0,0,0,2.039983680130559e-4,6.119951040391676e-4,2.039983680130559e-4
Belarus,China,2022-08-01,0,0,0,0,0,0,0,2,0,0,1,5,0,0,7,2,0,0,2,0,1,0,4859,4879,0,0,0,0,0,0,0,4.099200655872105e-4,0,0,2.0496003279360525e-4,0.0010248001639680262,0,0,0.0014347202295552368,4.099200655872105e-4,0,0,4.099200655872105e-4,0,2.0496003279360525e-4,0
Belarus,China,2022-09-01,0,0,0,0,1,0,1,9,0,0,4,3,0,0,6,7,1,0,2,3,1,0,4647,4685,0,0,0,0,2.1344717182497332e-4,0,2.1344717182497332e-4,0.00192102454642476,0,0,8.537886872998933e-4,6.403415154749199e-4,0,0,0.0012806830309498398,0.0014941302027748132,2.1344717182497332e-4,0,4.2689434364994664e-4,6.403415154749199e-4,2.1344717182497332e-4,0
Belarus,China,2022-10-01,0,0,0,0,0,0,1,2,0,0,1,0,0,0,9,0,0,0,0,0,1,0,4998,5012,0,0,0,0,0,0,1.9952114924181964e-4,3.990422984836393e-4,0,0,1.9952114924181964e-4,0,0,0,0.0017956903431763766,0,0,0,0,0,1.9952114924181964e-4,0
Belarus,China,2022-11-01,0,0,0,0,0,0,0,1,1,0,1,1,1,0,5,1,0,0,1,0,1,0,4574,4587,0,0,0,0,0,0,0,2.1800741225201656e-4,2.1800741225201656e-4,0,2.1800741225201656e-4,2.1800741225201656e-4,2.1800741225201656e-4,0,0.0010900370612600828,2.1800741225201656e-4,0,0,2.1800741225201656e-4,0,2.1800741225201656e-4,0
Belarus,China,2022-12-01,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,1,0,5241,5246,0,0,0,0,0,0,0,0,0,0,1.9062142584826535e-4,1.9062142584826535e-4,0,0,3.812428516965307e-4,0,0,0,0,0,1.9062142584826535e-4,0
Belarus,China,2023-01-01,0,0,0,0,0,0,1,0,0,0,2,0,0,0,5,0,0,0,0,0,0,0,5259,5267,0,0,0,0,0,0,1.8986140117714068e-4,0,0,0,3.7972280235428136e-4,0,0,0,9.493070058857034e-4,0,0,0,0,0,0,0
Belarus,China,2023-02-01,1,0,0,0,3,1,3,15,0,0,4,0,0,0,7,1,0,1,0,0,1,0,4990,5027,1.9892580067634773e-4,0,0,0,5.967774020290431e-4,1.9892580067634773e-4,5.967774020290431e-4,0.002983887010145216,0,0,7.957032027053909e-4,0,0,0,0.0013924806047344342,1.9892580067634773e-4,0,1.9892580067634773e-4,0,0,1.9892580067634773e-4,0
Belarus,China,2023-03-01,1,0,0,2,2,0,7,14,0,0,4,1,0,0,11,3,1,1,2,1,2,0,5816,5868,1.7041581458759374e-4,0,0,3.4083162917518747e-4,3.4083162917518747e-4,0,0.0011929107021131562,0.0023858214042263124,0,0,6.816632583503749e-4,1.7041581458759374e-4,0,0,0.001874573960463531,5.112474437627812e-4,1.7041581458759374e-4,1.7041581458759374e-4,3.4083162917518747e-4,1.7041581458759374e-4,3.4083162917518747e-4,0
Belarus,China,2023-04-01,1,0,0,0,1,1,4,0,0,0,2,0,0,0,4,8,1,0,0,1,1,0,5604,5628,1.7768301350390902e-4,0,0,0,1.7768301350390902e-4,1.7768301350390902e-4,7.107320540156361e-4,0,0,0,3.5536602700781805e-4,0,0,0,7.107320540156361e-4,0.0014214641080312722,1.7768301350390902e-4,0,0,1.7768301350390902e-4,1.7768301350390902e-4,0
Belarus,China,2023-05-01,0,0,0,1,0,0,1,1,0,0,5,0,0,1,5,0,0,0,1,1,0,0,5897,5913,0,0,0,1.6911889058007779e-4,0,0,1.6911889058007779e-4,1.6911889058007779e-4,0,0,8.455944529003889e-4,0,0,1.6911889058007779e-4,8.455944529003889e-4,0,0,0,1.6911889058007779e-4,1.6911889058007779e-4,0,0
Belarus,China,2023-06-01,0,1,0,0,0,0,1,1,0,0,4,0,0,0,14,2,0,0,0,1,0,0,6738,6762,0,1.478852410529429e-4,0,0,0,0,1.478852410529429e-4,1.478852410529429e-4,0,0,5.915409642117716e-4,0,0,0,0.002070393374741201,2.957704821058858e-4,0,0,0,1.478852410529429e-4,0,0
Belarus,China,2023-07-01,0,0,0,0,1,0,2,1,0,0,7,1,0,0,10,0,0,2,1,2,0,0,6361,6388,0,0,0,0,1.5654351909830932e-4,0,3.1308703819661864e-4,1.5654351909830932e-4,0,0,0.0010958046336881652,1.5654351909830932e-4,0,0,0.0015654351909830933,0,0,3.1308703819661864e-4,1.5654351909830932e-4,3.1308703819661864e-4,0,0
Belarus,China,2023-08-01,0,0,0,0,0,0,1,4,0,0,2,1,0,0,5,9,0,0,0,0,1,0,6552,6575,0,0,0,0,0,0,1.520912547528517e-4,6.083650190114068e-4,0,0,3.041825095057034e-4,1.520912547528517e-4,0,0,7.604562737642585e-4,0.0013688212927756654,0,0,0,0,1.520912547528517e-4,0
Belarus,China,2023-09-01,0,0,0,0,1,0,2,0,0,0,2,0,0,0,13,1,0,0,2,4,1,0,6312,6338,0,0,0,0,1.577784790154623e-4,0,3.155569580309246e-4,0,0,0,3.155569580309246e-4,0,0,0,0.0020511202272010098,1.577784790154623e-4,0,0,3.155569580309246e-4,6.311139160618492e-4,1.577784790154623e-4,0
Belarus,China,2023-10-01,0,0,0,0,1,0,1,2,0,0,4,0,0,1,5,3,0,0,0,2,1,0,5876,5896,0,0,0,0,1.6960651289009497e-4,0,1.6960651289009497e-4,3.3921302578018993e-4,0,0,6.784260515603799e-4,0,0,1.6960651289009497e-4,8.480325644504749e-4,5.088195386702849e-4,0,0,0,3.3921302578018993e-4,1.6960651289009497e-4,0
Belarus,China,2023-11-01,0,0,0,0,3,0,0,0,0,0,5,0,0,0,14,0,0,0,0,2,1,0,5562,5587,0,0,0,0,5.369608018614641e-4,0,0,0,0,0,8.949346697691068e-4,0,0,0,0.002505817075353499,0,0,0,0,3.5797386790764276e-4,1.7898693395382138e-4,0
Belarus,China,2023-12-01,0,0,0,0,2,0,2,5,0,0,6,0,0,0,22,1,0,1,2,0,0,0,5657,5698,0,0,0,0,3.51000351000351e-4,0,3.51000351000351e-4,8.775008775008775e-4,0,0,0.001053001053001053,0,0,0,0.003861003861003861,1.755001755001755e-4,0,1.755001755001755e-4,3.51000351000351e-4,0,0,0
Belarus,China,2024-01-01,1,0,0,0,1,0,1,1,0,0,1,0,0,0,10,1,0,0,0,0,0,0,5586,5602,1.785076758300607e-4,0,0,0,1.785076758300607e-4,0,1.785076758300607e-4,1.785076758300607e-4,0,0,1.785076758300607e-4,0,0,0,0.001785076758300607,1.785076758300607e-4,0,0,0,0,0,0
Belarus,China,2024-02-01,0,0,0,0,0,0,1,0,0,0,4,0,0,2,5,1,0,0,0,0,1,0,5915,5929,0,0,0,0,0,0,1.6866250632484398e-4,0,0,0,6.746500252993759e-4,0,0,3.3732501264968796e-4,8.433125316242199e-4,1.6866250632484398e-4,0,0,0,0,1.6866250632484398e-4,0
Belarus,China,2024-03-01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,1,0,0,0,2,0,0,6075,6087,0,0,0,0,0,0,0,0,0,0,1.642845408247084e-4,0,0,0,0.0013142763265976672,1.642845408247084e-4,0,0,0,3.285690816494168e-4,0,0
Belarus,China,2024-04-01,0,0,0,0,1,0,3,0,0,0,4,0,0,0,12,5,0,0,0,0,2,0,6274,6301,0,0,0,0,1.5870496746548166e-4,0,4.7611490239644503e-4,0,0,0,6.348198698619266e-4,0,0,0,0.0019044596095857801,7.935248373274084e-4,0,0,0,0,3.174099349309633e-4,0
Belarus,China,2024-05-01,0,0,0,0,3,1,0,6,0,0,7,0,0,0,21,1,0,1,2,0,1,0,6159,6202,0,0,0,0,4.837149306675266e-4,1.6123831022250886e-4,0,9.674298613350532e-4,0,0,0.001128668171557562,0,0,0,0.003386004514672686,1.6123831022250886e-4,0,1.6123831022250886e-4,3.224766204450177e-4,0,1.6123831022250886e-4,0
Belarus,China,2024-06-01,1,0,0,0,0,0,1,3,0,0,3,0,1,0,33,1,0,0,0,0,1,0,6017,6061,1.6498927569707968e-4,0,0,0,0,0,1.6498927569707968e-4,4.94967827091239e-4,0,0,4.94967827091239e-4,0,1.6498927569707968e-4,0,0.0054446460980036296,1.6498927569707968e-4,0,0,0,0,1.6498927569707968e-4,0
Belarus,China,2024-07-01,0,0,0,0,1,0,2,14,1,0,8,13,0,0,12,8,1,1,1,0,4,0,5997,6063,0,0,0,0,1.6493485073396007e-4,0,3.2986970146792015e-4,0.002309087910275441,1.6493485073396007e-4,0,0.0013194788058716806,0.0021441530595414813,0,0,0.0019792182088075212,0.0013194788058716806,1.6493485073396007e-4,1.6493485073396007e-4,1.6493485073396007e-4,0,6.597394029358403e-4,0
Belarus,China,2024-08-01,0,0,0,0,5,0,0,8,0,0,4,0,0,0,16,2,0,0,1,4,1,0,5350,5391,0,0,0,0,9.274717121127806e-4,0,0,0.0014839547393804488,0,0,7.419773696902244e-4,0,0,0,0.0029679094787608976,3.709886848451122e-4,0,0,1.854943424225561e-4,7.419773696902244e-4,1.854943424225561e-4,0
Belarus,China,2024-09-01,0,0,2,0,5,0,0,0,0,0,3,0,0,0,10,4,0,0,0,2,0,0,5639,5665,0,0,3.53045013239188e-4,0,8.8261253309797e-4,0,0,0,0,0,5.29567519858782e-4,0,0,0,0.00176522506619594,7.06090026478376e-4,0,0,0,3.53045013239188e-4,0,0
Belarus,China,2024-10-01,1,0,0,0,2,0,2,2,0,0,4,0,0,0,17,2,0,0,0,0,2,0,5861,5893,1.6969285593076533e-4,0,0,0,3.3938571186153065e-4,0,3.3938571186153065e-4,3.3938571186153065e-4,0,0,6.787714237230613e-4,0,0,0,0.00288477855082301,3.3938571186153065e-4,0,0,0,0,3.3938571186153065e-4,0
Belarus,China,2024-11-01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,17,3,0,0,0,1,2,0,5668,5692,0,0,0,0,0,0,0,0,0,0,1.7568517217146873e-4,0,0,0,0.0029866479269149682,5.270555165144061e-4,0,0,0,1.7568517217146873e-4,3.5137034434293746e-4,0
Belarus,China,2024-12-01,0,0,0,0,0,0,0,0,0,0,2,0,0,0,7,0,0,0,0,0,0,0,2575,2584,0,0,0,0,0,0,0,0,0,0,0.00077399380804953565,0,0,0,0.0027089783281733747,0,0,0,0,0,0,0
Belarus,Combined,2012-01-01,0,0,0,0,1,0,0,1,0,0,2,0,1,0,11,1,1,0,0,1,3,0,4388,4410,0,0,0,0,2.2675736961451248e-4,0,0,2.2675736961451248e-4,0,0,4.5351473922902497e-4,0,2.2675736961451248e-4,0,0.002494331065759637,2.2675736961451248e-4,2.2675736961451248e-4,0,0,2.2675736961451248e-4,6.802721088435374e-4,0
Belarus,Combined,2012-02-01,1,0,0,0,0,1,2,0,0,0,8,0,1,0,9,1,1,0,0,1,1,0,4904,4930,0.00020283975659229209,0,0,0,0,0.00020283975659229209,0.00040567951318458417,0,0,0,0.0016227180527383367,0,0.00020283975659229209,0,0.0018255578093306288,0.00020283975659229209,0.00020283975659229209,0,0,0.00020283975659229209,0.00020283975659229209,0
Belarus,Combined,2012-03-01,0,0,1,0,0,0,2,0,0,0,5,0,0,1,8,4,0,0,0,0,9,0,4932,4962,0,0,2.0153164046755341e-4,0,0,0,4.0306328093510683e-4,0,0,0,0.001007658202337767,0,0,2.0153164046755341e-4,0.0016122531237404273,8.061265618702137e-4,0,0,0,0,0.0018137847642079807,0
Belarus,Combined,2012-04-01,0,0,0,0,1,1,0,0,0,0,6,0,0,0,11,2,0,0,2,1,5,0,4282,4311,0,0,0,0,2.3196474135931338e-4,2.3196474135931338e-4,0,0,0,0,0.0013917884481558804,0,0,0,0.002551612154952447,4.6392948271862676e-4,0,0,4.6392948271862676e-4,2.3196474135931338e-4,0.001159823706796567,0
