country,source,date,arrest,protest,legalaction,disaster,censor,electionactivity,electionirregularities,activism,martiallaw,cooperate,coup,violencenonlethal,violencelethal,corruption,legalchange,mobilizesecurity,purge,threaten,raid,cs_999,defamationcase,total_articles,ncr_arrest,ncr_cooperate,ncr_corruption,ncr_defamationcase,ncr_legalaction,ncr_legalchange,ncr_purge,ncr_raid,ncr_threaten,ncr_violencelethal,ncr_violencenonlethal
Philippines,aljazeera.com,2012-01-01,0,1,1,3,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,7,0,16,0,0,0,0,1,0,0,0,0,0,0
Philippines,aljazeera.com,2012-02-01,0,0,1,4,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,5,0,13,0,0,0,0,1,0,0,0,0,0,0
Philippines,aljazeera.com,2012-03-01,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0
Philippines,aljazeera.com,2012-04-01,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,7,0,9,0,0,0,0,0,0,0,0,0,0,0
Philippines,aljazeera.com,2012-05-01,0,2,3,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,0,16,0,0,0,0,0,0,0,0,1,0,0
Philippines,aljazeera.com,2012-06-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,10,1,0,0,0,0,0,0,0,0,0,0
Philippines,aljazeera.com,2012-07-01,1,0,3,3,0,0,0,0,0,2,0,1,0,2,0,0,0,0,0,15,0,26,0,0,0,0,0,1,0,0,0,0,0
Philippines,aljazeera.com,2012-08-01,0,1,0,10,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,8,0,22,0,0,0,0,0,0,0,0,0,0,0
Philippines,aljazeera.com,2012-09-01,0,0,1,4,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,8,0,16,0,0,0,0,0,0,0,0,0,0,0
Philippines,aljazeera.com,2012-10-01,1,0,2,3,0,0,0,0,0,3,0,0,0,2,1,0,0,0,0,5,0,15,0,0,0,0,0,0,0,0,0,0,0
Philippines,aljazeera.com,2012-11-01,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10,0,12,0,0,0,0,0,0,0,0,0,0,0
Philippines,aljazeera.com,2012-12-01,0,0,0,17,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,25,0,0,0,0,0,0,0,0,0,0,0
Philippines,aljazeera.com,2013-01-01,0,1,0,1,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,3,0,11,0,0,0,0,1,0,0,0,0,1,0
Philippines,aljazeera.com,2013-02-01,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,0,12,0,0,0,0,0,0,0,0,0,0,0
Philippines,aljazeera.com,2013-03-01,1,0,1,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,10,0,18,0,0,0,0,1,0,0,0,0,0,0
Philippines,aljazeera.com,2013-04-01,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,9,0,12,0,0,0,0,0,0,0,0,0,0,0
Philippines,aljazeera.com,2013-05-01,0,0,0,2,0,2,0,0,0,1,0,2,2,0,0,0,1,1,0,10,0,22,0,0,0,0,0,0,0,0,0,0,1
Philippines,aljazeera.com,2013-06-01,0,1,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,8,0,15,0,0,0,0,0,0,0,0,0,1,0
Philippines,aljazeera.com,2013-07-01,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0
Philippines,aljazeera.com,2013-08-01,0,2,0,13,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,0,23,0,0,0,0,0,0,0,0,0,0,0
Philippines,aljazeera.com,2013-09-01,1,1,3,8,0,0,0,0,0,0,0,17,2,0,0,0,0,1,0,9,0,42,0,0,0,0,0,0,0,0,0,0,0
Philippines,aljazeera.com,2013-10-01,0,0,1,14,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,9,0,29,0,0,0,0,0,0,0,0,0,0,0
Philippines,aljazeera.com,2013-11-01,0,0,0,42,0,0,0,1,1,3,0,0,1,0,0,0,0,1,0,29,0,80,1,0,0,0,0,0,0,0,0,0,1
