country,source,date,arrest,protest,legalaction,disaster,censor,electionactivity,electionirregularities,activism,martiallaw,cooperate,coup,violencenonlethal,violencelethal,corruption,legalchange,mobilizesecurity,purge,threaten,raid,cs_999,defamationcase,total_articles,ncr_arrest,ncr_cooperate,ncr_corruption,ncr_defamationcase,ncr_legalaction,ncr_legalchange,ncr_purge,ncr_raid,ncr_threaten,ncr_violencelethal,ncr_violencenonlethal
Armenia,168.am,2012-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Armenia,168.am,2012-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Armenia,168.am,2012-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Armenia,168.am,2012-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Armenia,168.am,2012-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Armenia,168.am,2012-06-01,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,108,0,115,0,1,0,0,1,0,0,0,0,2,0
Armenia,168.am,2012-07-01,1,0,4,6,0,7,0,1,0,1,0,6,3,2,1,2,0,0,0,363,0,409,2,2,0,0,2,0,0,0,0,4,2
Armenia,168.am,2012-08-01,0,0,10,11,0,8,2,2,0,1,0,3,3,0,0,1,1,0,0,837,0,908,5,1,1,0,7,3,4,0,0,2,6
Armenia,168.am,2012-09-01,3,2,3,7,0,5,1,0,0,2,0,4,5,3,2,0,0,0,0,983,0,1056,6,2,2,0,7,5,1,0,2,4,8
Armenia,168.am,2012-10-01,0,0,4,7,0,5,0,0,0,1,0,5,0,3,0,0,0,0,0,1053,0,1100,2,3,2,0,11,2,1,0,0,1,2
Armenia,168.am,2012-11-01,1,3,4,8,0,7,0,2,0,3,0,1,3,1,1,2,0,3,0,990,0,1052,2,3,0,0,6,2,0,0,3,4,3
Armenia,168.am,2012-12-01,0,2,4,8,0,16,0,2,0,0,0,1,1,6,1,0,1,1,1,1319,0,1396,3,3,1,0,13,3,0,0,1,4,7
Armenia,168.am,2013-01-01,1,1,10,13,0,20,1,0,0,2,0,6,4,4,1,2,2,0,0,1430,0,1535,2,5,4,0,14,2,1,0,1,6,7
Armenia,168.am,2013-02-01,1,2,5,6,0,50,3,0,0,0,1,12,5,5,2,4,0,0,0,1531,0,1667,10,4,0,0,7,0,0,2,2,6,10
Armenia,168.am,2013-03-01,3,5,12,12,0,13,1,1,0,1,1,3,4,1,2,3,0,1,0,1532,0,1633,2,4,2,0,13,1,0,0,2,5,9
Armenia,168.am,2013-04-01,2,3,9,4,1,14,0,5,0,4,0,7,5,1,1,3,2,0,0,1527,0,1651,10,4,4,0,20,3,0,2,2,8,12
